player_id,player_lastname,player_firstname,season,pos,age,tim,g,gs,mp,fg,fga,fg_perc,3p,3pa,3p_perc,2p,2pa,2p_perc,efg_perc,ft,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts
asikom01,Ask,Omer,2015,C,28,NOP,76,76,26.1,2.8,5.4,0.517,0.0,0.0,,2.8,5.4,0.517,0.517,1.7,3.0,0.5820000000000001,3.2,6.6,9.8,0.9,0.4,0.7,1.3,1.9,7.3
augusdj01,Augustin,D.J.,2015,PG,27,TOT,82,14,24.0,3.1,7.9,0.39899999999999997,1.0,3.0,0.337,2.1,4.9,0.436,0.46299999999999997,2.2,2.5,0.868,0.2,1.7,2.0,4.3,0.6,0.0,1.8,1.1,9.5
augusdj01,Augustin,D.J.,2015,PG,27,DET,54,13,23.8,3.5,8.5,0.41,0.9,2.8,0.327,2.6,5.8,0.45,0.46299999999999997,2.7,3.1,0.87,0.2,1.6,1.9,4.9,0.6,0.0,2.0,1.1,10.6
augusdj01,Augustin,D.J.,2015,PG,27,OKC,28,1,24.2,2.5,6.6,0.371,1.2,3.4,0.354,1.3,3.2,0.389,0.462,1.1,1.3,0.861,0.3,1.9,2.2,3.1,0.6,0.0,1.3,1.1,7.3
pendeje02,Ayres,Jeff,2015,PF,27,SAS,51,0,7.5,1.1,1.9,0.579,0.0,0.0,,1.1,1.9,0.579,0.579,0.5,0.7,0.75,0.7,1.6,2.3,0.3,0.2,0.2,0.5,1.2,2.7
babbilu01,Babbitt,Luke,2015,SF,25,NOP,63,19,13.2,1.5,3.0,0.479,0.9,1.8,0.513,0.5,1.2,0.429,0.633,0.2,0.3,0.684,0.2,1.6,1.8,0.4,0.3,0.2,0.4,1.0,4.1
bairsca01,Bairstow,Cameron,2015,PF,24,CHI,18,1,3.6,0.2,0.8,0.214,0.0,0.0,,0.2,0.8,0.214,0.214,0.2,0.3,0.8,0.3,0.1,0.4,0.1,0.1,0.1,0.2,0.4,0.6
barbole01,Barbosa,Leandro,2015,SG,32,GSW,66,1,14.9,2.8,5.8,0.474,0.7,1.7,0.384,2.1,4.2,0.511,0.53,0.9,1.1,0.784,0.3,1.0,1.4,1.5,0.6,0.1,0.7,1.3,7.1
bareajo01,Barea,J.J.,2015,PG,30,DAL,77,10,17.7,2.9,7.0,0.42,0.7,2.2,0.32299999999999995,2.2,4.8,0.46299999999999997,0.47,1.0,1.2,0.809,0.3,1.4,1.7,3.4,0.4,0.0,0.9,1.4,7.5
bargnan01,Bargnani,Andrea,2015,C,29,NYK,29,22,27.1,5.7,12.4,0.45399999999999996,0.5,1.4,0.366,5.1,11.0,0.466,0.475,3.0,3.7,0.813,1.1,3.3,4.4,1.6,0.1,0.9,1.4,1.8,14.8
barneha02,Barnes,Harrison,2015,SF,22,GSW,82,82,28.3,3.9,8.0,0.48200000000000004,1.1,2.6,0.405,2.8,5.4,0.519,0.5479999999999999,1.3,1.8,0.72,1.4,4.1,5.5,1.4,0.7,0.2,0.9,1.8,10.1
barnema02,Barnes,Matt,2015,SF,34,LAC,76,74,29.9,3.6,8.2,0.444,1.8,4.9,0.36200000000000004,1.9,3.3,0.569,0.5529999999999999,1.0,1.3,0.779,0.7,3.3,4.0,1.5,0.9,0.7,1.1,3.2,10.1
barroea01,Barron,Earl,2015,C,33,PHO,16,1,8.9,0.8,2.4,0.308,0.1,0.3,0.5,0.6,2.2,0.28600000000000003,0.33299999999999996,0.4,0.8,0.5,0.9,0.9,1.8,0.3,0.3,0.1,0.3,1.6,2.0
bartowi01,Barton,Will,2015,SG,24,TOT,58,0,16.9,2.6,6.1,0.425,0.4,1.5,0.271,2.2,4.6,0.474,0.45799999999999996,1.3,1.6,0.787,0.4,2.3,2.8,1.4,0.8,0.3,1.1,1.2,6.8
bartowi01,Barton,Will,2015,SG,24,POR,30,0,10.0,1.3,3.3,0.38,0.1,0.6,0.222,1.1,2.7,0.415,0.4,0.3,0.5,0.667,0.1,1.0,1.1,0.9,0.5,0.1,0.6,0.7,3.0
bartowi01,Barton,Will,2015,SG,24,DEN,28,0,24.4,4.0,9.0,0.44299999999999995,0.7,2.4,0.284,3.3,6.6,0.5,0.48,2.3,2.8,0.81,0.8,3.8,4.6,1.9,1.2,0.5,1.6,1.8,11.0
bassbr01,Bass,Brandon,2015,PF,29,BOS,82,43,23.5,4.2,8.3,0.504,0.1,0.4,0.281,4.1,7.9,0.515,0.51,2.1,2.6,0.79,1.7,3.2,4.9,1.3,0.5,0.4,1.0,1.7,10.6
batumni01,Batum,Nicolas,2015,SF,26,POR,71,71,33.5,3.4,8.5,0.4,1.4,4.4,0.324,2.0,4.1,0.48100000000000004,0.483,1.2,1.4,0.857,0.9,5.0,5.9,4.8,1.1,0.6,1.9,1.5,9.4
bayleje01,Bayless,Jerryd,2015,PG,26,MIL,77,4,22.3,2.9,6.7,0.426,0.5,1.6,0.308,2.4,5.1,0.462,0.462,1.6,1.8,0.883,0.3,2.5,2.7,3.0,0.8,0.2,1.7,2.1,7.8
baynear01,Baynes,Aron,2015,C,28,SAS,70,17,16.0,2.6,4.7,0.5660000000000001,0.0,0.1,0.25,2.6,4.6,0.57,0.5670000000000001,1.3,1.5,0.865,1.6,3.0,4.5,0.5,0.2,0.3,0.9,2.3,6.6
bazemke01,Bazemore,Kent,2015,SG,25,ATL,75,10,17.7,1.9,4.4,0.426,0.6,1.8,0.364,1.2,2.7,0.467,0.498,0.8,1.3,0.6,0.3,2.7,3.0,1.0,0.7,0.4,1.0,1.7,5.2
bealbr01,Beal,Bradley,2015,SG,21,WAS,63,59,33.4,5.8,13.5,0.42700000000000005,1.7,4.1,0.409,4.1,9.4,0.434,0.489,2.1,2.6,0.7829999999999999,0.9,2.9,3.8,3.1,1.2,0.3,2.0,2.2,15.3
beaslmi01,Beasley,Michael,2015,PF,26,MIA,24,1,21.0,3.8,8.8,0.434,0.3,1.4,0.235,3.5,7.4,0.47200000000000003,0.45299999999999996,0.8,1.1,0.769,0.5,3.2,3.7,1.3,0.6,0.5,1.5,2.8,8.8
belinma01,Belinelli,Marco,2015,SG,28,SAS,62,9,22.4,3.2,7.6,0.423,1.4,3.7,0.374,1.8,3.9,0.47100000000000003,0.515,1.4,1.6,0.848,0.4,2.1,2.5,1.5,0.5,0.0,1.0,1.4,9.2
benimje01,Benimon,Jerrelle,2015,PF,23,UTA,2,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0
bennean01,Bennett,Anthony,2015,PF,21,MIN,57,3,15.7,2.2,5.2,0.42100000000000004,0.1,0.4,0.304,2.1,4.8,0.431,0.433,0.7,1.1,0.6409999999999999,0.9,2.9,3.8,0.8,0.5,0.3,0.6,1.5,5.2
beverpa01,Beverley,Patrick,2015,PG,26,HOU,56,55,30.8,3.6,9.5,0.38299999999999995,2.1,5.8,0.35600000000000004,1.6,3.7,0.426,0.49200000000000005,0.8,1.1,0.75,1.2,3.0,4.2,3.4,1.1,0.4,1.5,3.3,10.1
bhullsi01,Bhullar,Sim,2015,C,22,SAC,3,0,1.0,0.3,0.7,0.5,0.0,0.0,,0.3,0.7,0.5,0.5,0.0,0.0,,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.7
biyombi01,Biyombo,Bismack,2015,C,22,CHO,64,21,19.4,1.6,2.9,0.5429999999999999,0.0,0.0,,1.6,2.9,0.5429999999999999,0.5429999999999999,1.6,2.7,0.583,2.5,3.9,6.4,0.3,0.3,1.5,0.8,2.2,4.8
blackta01,Black,Tarik,2015,C,23,TOT,63,39,19.0,2.5,4.3,0.575,0.0,0.0,0.0,2.5,4.3,0.5770000000000001,0.575,1.0,1.9,0.551,2.3,3.6,5.8,0.7,0.3,0.4,0.8,2.5,6.0
blackta01,Black,Tarik,2015,C,23,HOU,25,12,15.7,1.8,3.3,0.542,0.0,0.0,0.0,1.8,3.3,0.5489999999999999,0.542,0.6,1.2,0.517,2.3,2.8,5.1,0.3,0.2,0.1,0.8,2.2,4.2
blackta01,Black,Tarik,2015,C,23,LAL,38,27,21.1,2.9,5.0,0.589,0.0,0.0,,2.9,5.0,0.589,0.589,1.3,2.3,0.562,2.2,4.1,6.3,0.9,0.3,0.6,0.8,2.7,7.2
blairde01,Blair,DeJuan,2015,PF,25,WAS,29,0,6.2,0.9,2.0,0.456,0.0,0.0,,0.9,2.0,0.456,0.456,0.1,0.2,0.667,0.6,1.4,1.9,0.1,0.2,0.0,0.4,1.4,1.9
blakest01,Blake,Steve,2015,PG,34,POR,81,0,18.9,1.5,4.0,0.373,1.0,2.7,0.35200000000000004,0.6,1.3,0.41700000000000004,0.491,0.4,0.5,0.7070000000000001,0.2,1.5,1.7,3.6,0.5,0.1,1.3,1.5,4.3
bledser01,Bledsoe,Eric,2015,PG,25,PHO,81,81,34.6,5.8,12.9,0.447,1.1,3.4,0.324,4.7,9.6,0.491,0.489,4.4,5.4,0.8,0.9,4.3,5.2,6.1,1.6,0.6,3.4,2.3,17.0
blueva01,Blue,Vander,2015,SG,22,LAL,2,1,37.0,4.5,15.0,0.3,1.0,5.0,0.2,3.5,10.0,0.35,0.33299999999999996,1.0,2.5,0.4,1.0,3.5,4.5,4.0,1.5,0.0,3.0,2.0,11.0
bogdabo02,Bogdanovic,Bojan,2015,SF,25,BRK,78,28,23.8,3.3,7.4,0.45299999999999996,1.2,3.3,0.355,2.2,4.1,0.531,0.532,1.1,1.4,0.821,0.6,2.1,2.7,0.9,0.4,0.1,1.0,1.3,9.0
bogutan01,Bogut,Andrew,2015,C,30,GSW,67,65,23.6,3.0,5.3,0.563,0.0,0.0,,3.0,5.3,0.563,0.563,0.3,0.6,0.524,2.1,6.0,8.1,2.7,0.6,1.7,1.6,2.8,6.3
bonnema01,Bonner,Matt,2015,PF,34,SAS,72,19,13.0,1.3,3.2,0.409,0.6,1.8,0.365,0.7,1.4,0.462,0.509,0.4,0.5,0.8109999999999999,0.4,1.2,1.6,0.7,0.1,0.2,0.2,0.9,3.7
booketr01,Booker,Trevor,2015,PF,27,UTA,79,5,19.8,2.9,5.9,0.48700000000000004,0.4,1.1,0.345,2.5,4.8,0.518,0.518,1.1,1.9,0.581,1.8,3.3,5.0,1.1,0.5,0.5,1.1,1.8,7.2
boozeca01,Boozer,Carlos,2015,PF,33,LAL,71,26,23.8,5.2,10.5,0.499,0.0,0.0,,5.2,10.5,0.499,0.499,1.3,2.1,0.627,1.6,5.2,6.8,1.3,0.6,0.2,1.3,2.6,11.8
boshch01,Bosh,Chris,2015,C,30,MIA,44,44,35.4,7.8,16.9,0.46,1.4,3.8,0.375,6.4,13.1,0.485,0.503,4.1,5.3,0.772,1.0,6.0,7.0,2.2,0.9,0.6,2.2,1.6,21.1
bradlav01,Bradley,Avery,2015,SG,24,BOS,77,77,31.5,5.6,13.1,0.429,1.6,4.6,0.35200000000000004,4.0,8.6,0.47,0.49,1.0,1.3,0.79,0.6,2.5,3.1,1.8,1.1,0.2,1.4,2.3,13.9
brandel01,Brand,Elton,2015,C,35,ATL,36,4,13.5,1.2,2.6,0.442,0.0,0.0,0.0,1.2,2.6,0.447,0.442,0.3,0.6,0.522,0.8,2.0,2.8,0.6,0.5,0.7,0.5,1.5,2.7
breweco01,Brewer,Corey,2015,SF,28,TOT,80,17,26.1,4.3,10.1,0.426,0.8,2.9,0.268,3.5,7.1,0.491,0.465,2.1,2.8,0.743,1.0,2.7,3.7,2.2,1.4,0.2,1.6,2.2,11.5
breweco01,Brewer,Corey,2015,SF,28,MIN,24,16,28.3,3.9,9.4,0.418,0.3,1.7,0.195,3.6,7.7,0.467,0.436,2.3,3.3,0.705,1.3,2.6,3.9,3.3,2.3,0.2,2.1,2.6,10.5
breweco01,Brewer,Corey,2015,SF,28,HOU,56,1,25.1,4.4,10.4,0.429,1.0,3.5,0.284,3.5,6.9,0.503,0.47700000000000004,2.0,2.6,0.764,0.9,2.8,3.6,1.7,1.1,0.3,1.4,2.0,11.9
brookaa01,Brooks,Aaron,2015,PG,30,CHI,82,21,23.0,4.2,10.0,0.42100000000000004,1.5,3.8,0.387,2.7,6.1,0.442,0.495,1.8,2.1,0.833,0.4,1.6,2.0,3.2,0.7,0.2,1.9,2.3,11.6
brownja01,Brown,Jabari,2015,SG,22,LAL,19,5,29.9,3.7,8.9,0.41200000000000003,1.2,3.3,0.371,2.5,5.7,0.435,0.479,3.4,4.5,0.753,0.2,1.7,1.9,2.1,0.6,0.1,1.7,1.7,11.9
brownlo01,Brown,Lorenzo,2015,PG,24,MIN,29,7,18.9,1.8,4.2,0.426,0.2,1.0,0.214,1.6,3.2,0.489,0.451,0.4,0.7,0.632,0.5,1.9,2.4,3.1,1.0,0.2,1.0,1.7,4.2
brownma02,Brown,Markel,2015,SG,23,BRK,47,29,16.6,1.6,4.5,0.36200000000000004,0.4,1.4,0.266,1.3,3.1,0.40399999999999997,0.402,1.0,1.2,0.825,0.3,1.9,2.3,0.8,0.7,0.3,0.6,1.2,4.6
brownsh01,Brown,Shannon,2015,SG,29,MIA,5,2,17.8,1.4,3.8,0.368,0.6,1.4,0.429,0.8,2.4,0.33299999999999996,0.447,0.6,0.8,0.75,0.0,0.2,0.2,0.6,0.8,0.0,0.8,1.6,4.0
bryanko01,Bryant,Kobe,2015,SG,36,LAL,35,35,34.5,7.6,20.4,0.373,1.5,5.3,0.293,6.1,15.1,0.401,0.41100000000000003,5.6,6.9,0.813,0.7,4.9,5.7,5.6,1.3,0.2,3.7,1.9,22.3
budinch01,Budinger,Chase,2015,SF,26,MIN,67,4,19.2,2.5,5.8,0.433,0.8,2.1,0.364,1.7,3.7,0.474,0.5,1.0,1.2,0.8270000000000001,0.5,2.5,3.0,1.0,0.7,0.1,0.7,1.1,6.8
bullore01,Bullock,Reggie,2015,SF,23,TOT,36,2,9.4,0.7,1.9,0.34299999999999997,0.4,1.3,0.326,0.3,0.7,0.375,0.45,0.2,0.3,0.667,0.0,1.4,1.4,0.2,0.3,0.1,0.2,0.5,1.9
bullore01,Bullock,Reggie,2015,SF,23,LAC,25,2,10.5,0.9,2.2,0.426,0.6,1.6,0.385,0.3,0.6,0.5329999999999999,0.565,0.2,0.2,0.8,0.0,1.6,1.6,0.2,0.4,0.1,0.2,0.7,2.6
bullore01,Bullock,Reggie,2015,SF,23,PHO,11,0,6.8,0.1,1.5,0.063,0.0,0.6,0.0,0.1,0.8,0.111,0.063,0.2,0.4,0.5,0.1,0.8,0.9,0.2,0.1,0.2,0.2,0.2,0.4
burketr01,Burke,Trey,2015,PG,22,UTA,76,43,30.1,4.9,13.2,0.368,1.6,5.1,0.318,3.2,8.1,0.4,0.43,1.4,1.9,0.752,0.4,2.3,2.7,4.3,0.9,0.2,1.6,1.6,12.8
burksal01,Burks,Alec,2015,SG,23,UTA,27,27,33.3,4.5,11.1,0.40299999999999997,1.0,2.5,0.382,3.5,8.6,0.409,0.447,3.9,4.8,0.8220000000000001,0.7,3.5,4.2,3.0,0.6,0.2,1.9,2.4,13.9
butleca01,Butler,Caron,2015,SF,34,DET,78,21,20.8,2.1,5.1,0.40700000000000003,1.1,2.8,0.379,1.0,2.3,0.441,0.511,0.7,0.8,0.902,0.3,2.2,2.5,1.0,0.6,0.1,0.6,1.5,5.9
butleji01,Butler,Jimmy,2015,SG,25,CHI,65,65,38.7,6.5,14.0,0.462,1.1,3.0,0.37799999999999995,5.4,11.1,0.484,0.502,5.9,7.1,0.8340000000000001,1.8,4.1,5.8,3.3,1.8,0.6,1.4,1.7,20.0
butlera01,Butler,Rasual,2015,SF,35,WAS,75,1,20.1,2.9,6.9,0.42200000000000004,1.2,3.1,0.387,1.7,3.8,0.45,0.51,0.7,0.9,0.7909999999999999,0.4,2.3,2.6,0.8,0.4,0.3,0.6,1.3,7.7
buyckdw01,Buycks,Dwight,2015,PG,25,LAL,6,0,20.5,3.0,6.7,0.45,1.2,1.8,0.636,1.8,4.8,0.379,0.5379999999999999,1.5,1.7,0.9,0.3,1.7,2.0,2.3,0.5,0.0,2.0,0.5,8.7
bynumwi01,Bynum,Will,2015,SG,32,WAS,7,0,9.6,1.4,4.4,0.32299999999999995,0.0,1.3,0.0,1.4,3.1,0.455,0.32299999999999995,0.3,0.6,0.5,0.3,0.6,0.9,2.6,0.1,0.1,1.1,1.3,3.1
cabocbr01,Caboclo,Bruno,2015,SF,19,TOR,8,0,2.9,0.5,1.5,0.33299999999999996,0.3,0.4,0.667,0.3,1.1,0.222,0.41700000000000004,0.0,0.0,,0.1,0.1,0.3,0.0,0.0,0.1,0.5,0.4,1.3
calatni01,Calathes,Nick,2015,SG,25,MEM,58,0,14.4,1.8,4.3,0.42100000000000004,0.2,0.7,0.256,1.6,3.5,0.456,0.44299999999999995,0.4,0.8,0.5329999999999999,0.3,1.5,1.8,2.5,1.1,0.1,1.1,1.7,4.2
caldejo01,Calderon,Jose,2015,PG,33,NYK,42,42,30.2,3.5,8.4,0.415,1.4,3.4,0.415,2.1,5.0,0.415,0.499,0.7,0.8,0.9059999999999999,0.5,2.5,3.0,4.7,0.7,0.0,1.8,1.8,9.1
caldwke01,Caldwell-Pope,Kentavious,2015,SG,21,DET,82,82,31.5,4.8,11.9,0.401,1.9,5.4,0.345,2.9,6.4,0.449,0.48,1.3,1.9,0.696,0.6,2.5,3.1,1.3,1.1,0.2,1.1,2.0,12.7
canaais01,Canaan,Isaiah,2015,PG,23,TOT,47,21,20.0,3.1,8.0,0.386,1.9,5.2,0.37,1.2,2.8,0.41700000000000004,0.507,1.0,1.3,0.8170000000000001,0.4,1.5,1.9,2.1,0.6,0.1,1.3,1.8,9.2
canaais01,Canaan,Isaiah,2015,PG,23,HOU,25,9,14.8,2.1,5.2,0.405,1.3,3.4,0.381,0.8,1.9,0.447,0.527,0.6,0.8,0.762,0.4,0.9,1.3,1.2,0.6,0.0,0.9,1.1,6.2
canaais01,Canaan,Isaiah,2015,PG,23,PHI,22,12,25.9,4.2,11.2,0.377,2.7,7.4,0.364,1.5,3.9,0.4,0.496,1.5,1.8,0.846,0.3,2.1,2.5,3.1,0.7,0.1,1.8,2.5,12.6
capelca01,Capela,Clint,2015,C,20,HOU,12,0,7.5,1.2,2.4,0.483,0.0,0.0,,1.2,2.4,0.483,0.483,0.3,1.9,0.174,0.8,2.2,3.0,0.2,0.1,0.8,0.4,1.2,2.7
carrode01,Carroll,DeMarre,2015,SF,28,ATL,70,69,31.3,4.5,9.3,0.48700000000000004,1.7,4.3,0.395,2.8,5.0,0.5670000000000001,0.579,1.8,2.6,0.7020000000000001,1.4,3.9,5.3,1.7,1.3,0.2,1.1,2.2,12.6
cartevi01,Carter,Vince,2015,SG,38,MEM,66,1,16.5,2.0,6.2,0.33299999999999996,1.0,3.5,0.297,1.0,2.6,0.379,0.41700000000000004,0.7,0.9,0.789,0.4,1.6,2.0,1.2,0.7,0.2,0.7,1.5,5.8
cartemi01,Carter-Williams,Michael,2015,PG,23,TOT,66,63,32.6,5.5,13.9,0.396,0.5,2.3,0.235,5.0,11.6,0.428,0.41600000000000004,3.1,4.4,0.6940000000000001,1.0,4.4,5.3,6.7,1.7,0.5,3.8,2.5,14.6
cartemi01,Carter-Williams,Michael,2015,PG,23,PHI,41,38,33.9,5.7,14.9,0.38,0.8,3.0,0.256,4.9,11.9,0.41200000000000003,0.406,2.9,4.4,0.643,1.0,5.1,6.2,7.4,1.5,0.4,4.2,2.5,15.0
cartemi01,Carter-Williams,Michael,2015,PG,23,MIL,25,25,30.3,5.3,12.3,0.429,0.2,1.1,0.14300000000000002,5.1,11.2,0.457,0.435,3.4,4.4,0.78,0.8,3.1,4.0,5.6,2.0,0.5,3.2,2.6,14.1
casspom01,Casspi,Omri,2015,SF,26,SAC,67,19,21.1,3.1,6.4,0.489,0.5,1.3,0.402,2.6,5.1,0.512,0.53,2.1,2.9,0.733,0.8,3.1,3.9,1.5,0.5,0.1,1.3,1.6,8.9
chalmma01,Chalmers,Mario,2015,PG,28,MIA,80,37,29.6,3.3,8.3,0.40299999999999997,0.9,3.1,0.294,2.4,5.2,0.467,0.45799999999999996,2.6,3.3,0.774,0.3,2.3,2.6,3.8,1.5,0.1,2.2,3.1,10.2
chandty01,Chandler,Tyson,2015,C,32,DAL,75,75,30.5,3.9,5.9,0.6659999999999999,0.0,0.0,,3.9,5.9,0.6659999999999999,0.6659999999999999,2.5,3.4,0.72,3.9,7.6,11.5,1.1,0.6,1.2,1.4,2.3,10.3
chandwi01,Chandler,Wilson,2015,SF,27,DEN,78,75,31.7,5.4,12.5,0.429,1.8,5.2,0.342,3.6,7.3,0.49,0.5,1.4,1.8,0.775,1.2,4.9,6.1,1.7,0.7,0.4,1.4,3.0,13.9
cherrwi01,Cherry,Will,2015,PG,23,CLE,8,0,8.6,0.6,2.4,0.263,0.3,1.1,0.222,0.4,1.3,0.3,0.316,0.4,0.8,0.5,0.1,0.5,0.6,1.0,0.8,0.1,0.5,1.3,1.9
chrispa01,Christopher,Patrick,2015,SG,26,UTA,4,1,7.3,0.8,3.0,0.25,0.0,1.0,0.0,0.8,2.0,0.375,0.25,0.0,0.0,,0.5,1.0,1.5,0.0,0.3,0.0,0.3,1.5,1.5
clarkea01,Clark,Earl,2015,PF,27,BRK,10,0,9.3,1.1,3.0,0.36700000000000005,0.4,1.4,0.28600000000000003,0.7,1.6,0.43799999999999994,0.433,0.1,0.4,0.25,0.1,2.2,2.3,0.3,0.3,0.4,0.6,1.2,2.7
clarkia01,Clark,Ian,2015,SG,23,TOT,30,0,6.4,0.6,1.8,0.345,0.3,1.0,0.33299999999999996,0.3,0.8,0.36,0.436,0.3,0.3,1.0,0.1,0.4,0.5,0.4,0.3,0.1,0.3,0.7,1.9
clarkia01,Clark,Ian,2015,SG,23,UTA,23,0,7.0,0.7,1.9,0.341,0.4,1.1,0.36,0.3,0.8,0.316,0.44299999999999995,0.2,0.2,1.0,0.2,0.4,0.6,0.4,0.3,0.1,0.3,0.5,1.9
clarkia01,Clark,Ian,2015,SG,23,DEN,7,0,4.4,0.6,1.6,0.364,0.1,0.7,0.2,0.4,0.9,0.5,0.409,0.6,0.6,1.0,0.0,0.4,0.4,0.3,0.4,0.1,0.3,1.1,1.9
clarkjo01,Clarkson,Jordan,2015,PG,22,LAL,59,38,25.0,4.5,10.1,0.44799999999999995,0.6,2.1,0.314,3.9,8.1,0.48200000000000004,0.48,2.2,2.7,0.8290000000000001,0.9,2.3,3.2,3.5,0.9,0.2,1.6,1.8,11.9
clavevi01,Claver,Victor,2015,SF,26,POR,10,0,7.6,0.9,2.0,0.45,0.6,1.1,0.545,0.3,0.9,0.33299999999999996,0.6,0.0,0.0,,0.3,1.7,2.0,0.1,0.1,0.1,0.4,1.2,2.4
coleno01,Cole,Norris,2015,PG,26,TOT,75,25,24.4,3.1,7.4,0.41200000000000003,0.7,2.3,0.313,2.3,5.1,0.45799999999999996,0.461,0.8,1.1,0.716,0.2,1.9,2.1,3.4,0.8,0.2,1.3,1.7,7.6
coleno01,Cole,Norris,2015,PG,26,MIA,47,23,24.4,2.5,6.5,0.386,0.6,2.2,0.265,1.9,4.3,0.446,0.43,0.7,1.0,0.696,0.3,2.0,2.3,3.5,0.9,0.2,1.2,1.6,6.3
coleno01,Cole,Norris,2015,PG,26,NOP,28,2,24.4,4.0,9.0,0.444,1.0,2.6,0.37799999999999995,3.0,6.4,0.47200000000000003,0.5,0.9,1.3,0.743,0.0,1.8,1.8,3.2,0.5,0.3,1.5,1.8,9.9
collida01,Collison,Darren,2015,PG,27,SAC,45,45,34.8,5.8,12.2,0.473,1.3,3.6,0.373,4.4,8.6,0.514,0.527,3.2,4.1,0.7879999999999999,0.4,2.8,3.2,5.6,1.5,0.3,2.5,2.1,16.1
collini01,Collison,Nick,2015,PF,34,OKC,66,2,16.7,1.6,3.8,0.419,0.2,0.9,0.267,1.4,2.9,0.466,0.451,0.7,1.0,0.6920000000000001,1.4,2.4,3.8,1.4,0.5,0.4,0.7,2.4,4.1
conlemi01,Conley,Mike,2015,PG,27,MEM,70,70,31.8,5.6,12.6,0.446,1.5,4.0,0.386,4.1,8.6,0.473,0.506,3.1,3.6,0.8590000000000001,0.4,2.6,3.0,5.4,1.3,0.2,2.2,2.0,15.8
cooleja01,Cooley,Jack,2015,C,23,UTA,16,0,5.4,0.6,1.4,0.409,0.0,0.0,,0.6,1.4,0.409,0.409,0.6,1.3,0.429,0.6,0.9,1.6,0.1,0.4,0.2,0.2,1.4,1.7
copelch01,Copeland,Chris,2015,SF,30,IND,50,12,16.6,2.2,6.2,0.361,1.0,3.3,0.311,1.2,2.9,0.42,0.445,0.7,0.9,0.733,0.5,1.8,2.2,1.0,0.2,0.2,1.2,1.6,6.2
cottobr01,Cotton,Bryce,2015,PG,22,UTA,15,0,10.6,1.9,4.6,0.42,0.5,1.3,0.35,1.5,3.3,0.449,0.47100000000000003,1.0,1.2,0.833,0.2,1.0,1.2,1.0,0.3,0.0,0.8,0.4,5.3
couside01,Cousins,DeMarcus,2015,C,24,SAC,59,59,34.1,8.4,18.1,0.467,0.0,0.1,0.25,8.4,17.9,0.469,0.46799999999999997,7.2,9.2,0.782,3.1,9.5,12.7,3.6,1.5,1.7,4.3,4.1,24.1
covinro01,Covington,Robert,2015,SF,24,PHI,70,49,27.9,4.3,10.8,0.396,2.4,6.4,0.374,1.9,4.4,0.426,0.506,2.5,3.1,0.82,0.9,3.6,4.5,1.5,1.4,0.4,1.8,2.7,13.5
crabbal01,Crabbe,Allen,2015,SG,22,POR,51,9,13.4,1.2,3.0,0.41200000000000003,0.6,1.7,0.353,0.6,1.3,0.485,0.51,0.2,0.3,0.75,0.1,1.3,1.4,0.8,0.4,0.3,0.3,1.5,3.3
crawfja01,Crawford,Jamal,2015,SG,34,LAC,64,4,26.6,5.2,13.1,0.396,1.9,5.7,0.327,3.3,7.4,0.44799999999999995,0.467,3.5,3.9,0.9009999999999999,0.3,1.7,1.9,2.5,0.9,0.2,1.4,1.7,15.8
crowdja01,Crowder,Jae,2015,SF,24,TOT,82,17,20.1,2.8,6.6,0.42,0.7,2.5,0.293,2.0,4.1,0.499,0.47600000000000003,1.3,1.7,0.773,0.9,2.7,3.6,1.1,0.9,0.3,0.6,1.7,7.7
crowdja01,Crowder,Jae,2015,SF,24,DAL,25,0,10.6,1.3,3.0,0.434,0.5,1.5,0.342,0.8,1.5,0.526,0.52,0.4,0.4,0.909,0.5,0.7,1.2,0.5,0.6,0.2,0.4,1.0,3.6
crowdja01,Crowder,Jae,2015,SF,24,BOS,57,17,24.2,3.4,8.2,0.418,0.8,3.0,0.282,2.6,5.2,0.495,0.469,1.7,2.3,0.762,1.1,3.6,4.6,1.4,1.0,0.4,0.7,1.9,9.5
cunnida01,Cunningham,Dante,2015,PF,27,NOP,66,27,25.0,2.3,5.1,0.457,0.0,0.2,0.1,2.3,5.0,0.46799999999999997,0.45899999999999996,0.4,0.7,0.617,1.1,2.8,3.9,0.8,0.7,0.6,0.5,1.5,5.2
cunnija01,Cunningham,Jared,2015,SG,23,LAC,19,0,4.7,0.6,1.7,0.364,0.2,0.7,0.308,0.4,1.1,0.4,0.424,0.4,0.7,0.5379999999999999,0.1,0.4,0.5,0.5,0.2,0.0,0.4,0.6,1.8
curryse01,Curry,Seth,2015,PG,24,PHO,2,0,4.0,0.0,1.5,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0
curryst01,Curry,Stephen,2015,PG,26,GSW,80,80,32.7,8.2,16.8,0.48700000000000004,3.6,8.1,0.44299999999999995,4.6,8.7,0.528,0.594,3.9,4.2,0.914,0.7,3.6,4.3,7.7,2.0,0.2,3.1,2.0,23.8
