player_id,player_lastname,player_firstname,season,pos,age,tim,g,gs,mp,fg,fga,fg_perc,3p,3pa,3p_perc,2p,2pa,2p_perc,efg_perc,ft,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts
allento01,Allen,Tony,2015,SG,33,MEM,63,41,26.2,3.6,7.2,0.495,0.2,0.5,0.345,3.4,6.8,0.505,0.505,1.3,2.0,0.627,1.6,2.8,4.4,1.4,2.0,0.5,1.4,2.6,8.6
aminual01,Aminu,Al-Farouq,2015,SF,24,DAL,74,3,18.5,2.0,4.8,0.41200000000000003,0.5,1.7,0.27399999999999997,1.5,3.1,0.485,0.45899999999999996,1.1,1.6,0.7120000000000001,1.5,3.1,4.6,0.8,0.9,0.8,0.7,1.9,5.6
amundlo01,Amundson,Lou,2015,PF,32,TOT,53,35,17.7,2.1,4.8,0.42700000000000005,0.0,0.0,0.0,2.1,4.8,0.429,0.42700000000000005,0.8,1.6,0.47100000000000003,1.8,3.3,5.1,1.3,0.4,1.0,1.2,2.4,4.9
amundlo01,Amundson,Lou,2015,PF,32,CLE,12,0,6.6,0.3,1.0,0.33299999999999996,0.0,0.0,,0.3,1.0,0.33299999999999996,0.33299999999999996,0.3,0.4,0.6,0.4,1.3,1.7,0.4,0.1,0.0,0.4,0.9,0.9
amundlo01,Amundson,Lou,2015,PF,32,NYK,41,35,20.9,2.6,5.9,0.43200000000000005,0.0,0.0,0.0,2.6,5.9,0.434,0.43200000000000005,0.9,2.0,0.46299999999999997,2.2,3.9,6.0,1.6,0.5,1.3,1.4,2.8,6.0
anderch01,Andersen,Chris,2015,C,36,MIA,60,20,18.9,2.0,3.5,0.58,0.1,0.2,0.308,1.9,3.2,0.598,0.589,1.3,1.9,0.667,1.3,3.7,5.0,0.7,0.4,1.0,0.7,1.5,5.3
anderal01,Anderson,Alan,2015,SG,32,BRK,74,19,23.6,2.6,5.9,0.44299999999999995,1.0,2.8,0.348,1.6,3.1,0.53,0.526,1.1,1.4,0.812,0.4,2.3,2.8,1.1,0.8,0.1,0.8,2.0,7.4
anderky01,Anderson,Kyle,2015,SF,21,SAS,33,8,10.8,0.9,2.7,0.348,0.1,0.3,0.273,0.8,2.4,0.359,0.365,0.3,0.4,0.643,0.2,2.0,2.2,0.8,0.5,0.2,0.3,0.8,2.2
anderry01,Anderson,Ryan,2015,PF,26,NOP,61,5,27.5,4.8,12.0,0.39899999999999997,2.0,5.9,0.34,2.8,6.1,0.457,0.483,2.1,2.5,0.8540000000000001,1.8,3.1,4.8,0.9,0.5,0.3,1.0,1.9,13.7
antetgi01,Antetokounmpo,Giannis,2015,SG,20,MIL,81,71,31.4,4.7,9.6,0.491,0.1,0.5,0.159,4.6,9.1,0.511,0.496,3.2,4.3,0.741,1.2,5.5,6.7,2.6,0.9,1.0,2.1,3.1,12.7
anthoca01,Anthony,Carmelo,2015,SF,30,NYK,40,40,35.7,9.0,20.2,0.444,1.5,4.5,0.341,7.4,15.7,0.474,0.48200000000000004,4.7,5.9,0.797,1.8,4.8,6.6,3.1,1.0,0.4,2.2,2.2,24.2
anthojo01,Anthony,Joel,2015,C,32,DET,49,0,8.3,0.7,1.3,0.581,0.0,0.0,,0.7,1.3,0.581,0.581,0.3,0.4,0.682,0.7,1.2,1.9,0.1,0.2,1.0,0.2,1.1,1.8
anticpe01,Antic,Pero,2015,C,32,ATL,63,3,16.5,1.7,4.7,0.365,0.8,2.7,0.301,0.9,2.0,0.455,0.45299999999999996,1.4,2.0,0.715,0.9,2.1,3.0,0.8,0.3,0.2,0.8,2.1,5.7
arizatr01,Ariza,Trevor,2015,SF,29,HOU,82,82,35.7,4.5,11.1,0.402,2.4,6.8,0.35,2.1,4.3,0.485,0.509,1.5,1.7,0.853,0.9,4.7,5.6,2.5,1.9,0.2,1.7,2.3,12.8
arthuda01,Arthur,Darrell,2015,PF,26,DEN,58,4,17.0,2.7,6.6,0.40399999999999997,0.4,1.9,0.23600000000000002,2.2,4.7,0.47100000000000003,0.43799999999999994,0.8,1.0,0.78,0.9,2.0,2.9,1.0,0.8,0.4,0.8,2.5,6.6
