,player_id,player_lastname,player_firstname,season,pos,age,tm,g,gs,mp,fg,fga,fg_per,3p,3pa,3p_perc,2p,2pa,2p_perc,efg_perc,ft,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts
405,mckinal01,McKinnie,Alfonzo,2018,SF,25,TOR,14,0,3.8,0.6,1.1,0.5329999999999999,0.2,0.6,0.33299999999999996,0.4,0.4,0.833,0.633,0.1,0.2,0.667,0.1,0.4,0.5,0.1,0.1,0.1,0.2,0.6,1.5
406,mclembe01,McLemore,Ben,2018,SG,24,MEM,56,17,19.5,2.8,6.7,0.42100000000000004,1.0,2.8,0.34600000000000003,1.8,3.8,0.47700000000000004,0.495,0.9,1.1,0.828,0.6,1.9,2.5,0.9,0.7,0.3,1.1,2.5,7.5
407,mcrobjo01,McRoberts,Josh,2018,PF,30,DAL,2,0,3.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
408,meeksjo01,Meeks,Jodie,2018,SG,30,WAS,77,0,14.5,2.0,5.1,0.39899999999999997,0.9,2.7,0.34299999999999997,1.1,2.4,0.46399999999999997,0.491,1.3,1.5,0.863,0.2,1.4,1.6,0.9,0.4,0.1,0.5,0.7,6.3
409,mejrisa01,Mejri,Salah,2018,C,31,DAL,61,1,12.0,1.4,2.2,0.642,0.0,0.0,0.0,1.4,2.2,0.657,0.642,0.6,1.1,0.5760000000000001,1.4,2.6,4.0,0.6,0.4,1.1,0.6,2.0,3.5
410,mickejo01,Mickey,Jordan,2018,PF,23,MIA,23,3,12.3,1.7,3.6,0.47600000000000003,0.1,0.7,0.125,1.6,2.9,0.561,0.488,0.6,0.8,0.684,0.8,2.7,3.5,0.4,0.3,0.4,0.8,1.6,4.0
411,middlkh01,Middleton,Khris,2018,SF,26,MIL,82,82,36.4,7.2,15.5,0.466,1.8,5.0,0.359,5.5,10.5,0.517,0.524,3.9,4.4,0.884,0.5,4.7,5.2,4.0,1.5,0.3,2.3,3.3,20.1
412,milescj01,Miles,C.J.,2018,SF,30,TOR,70,3,19.1,3.2,8.6,0.379,2.3,6.5,0.361,0.9,2.1,0.434,0.516,1.2,1.4,0.835,0.3,1.9,2.2,0.8,0.5,0.3,0.6,1.9,10.0
413,milleda01,Miller,Darius,2018,SF,27,NOP,82,3,23.7,2.6,5.9,0.444,1.8,4.4,0.41100000000000003,0.8,1.6,0.535,0.594,0.7,0.8,0.866,0.2,1.8,2.0,1.4,0.3,0.2,0.7,2.0,7.8
414,millema01,Miller,Malcolm,2018,SF,24,TOR,15,4,8.4,0.9,1.9,0.46399999999999997,0.5,1.4,0.381,0.3,0.5,0.7140000000000001,0.607,0.3,0.3,1.0,0.3,0.7,1.0,0.2,0.1,0.1,0.3,0.7,2.5
415,millspa02,Mills,Patty,2018,PG,29,SAS,82,36,25.7,3.4,8.3,0.41100000000000003,1.9,5.0,0.37200000000000005,1.5,3.3,0.47,0.523,1.3,1.4,0.89,0.3,1.6,1.9,2.8,0.7,0.1,1.3,1.6,10.0
416,millspa01,Millsap,Paul,2018,PF,32,DEN,38,37,30.1,5.3,11.4,0.46399999999999997,1.0,3.0,0.345,4.3,8.5,0.506,0.509,2.9,4.2,0.696,1.7,4.7,6.4,2.8,1.0,1.2,1.9,2.6,14.6
417,mirotni01,Mirotic,Nikola,2018,PF,26,TOT,55,14,27.2,5.6,12.4,0.447,2.5,6.5,0.377,3.1,5.9,0.525,0.546,2.0,2.5,0.818,1.1,6.3,7.4,1.5,0.8,0.7,1.1,2.0,15.6
418,mirotni01,Mirotic,Nikola,2018,PF,26,CHI,25,3,24.9,5.7,12.1,0.474,2.8,6.4,0.429,3.0,5.6,0.525,0.588,2.6,3.2,0.823,0.7,5.6,6.4,1.6,0.6,0.5,1.2,1.8,16.8
419,mirotni01,Mirotic,Nikola,2018,PF,26,NOP,30,11,29.1,5.4,12.7,0.42700000000000005,2.2,6.6,0.335,3.2,6.2,0.524,0.513,1.6,1.9,0.81,1.4,6.8,8.2,1.4,1.0,0.9,1.0,2.1,14.6
420,mitchdo01,Mitchell,Donovan,2018,SG,21,UTA,79,71,33.4,7.5,17.2,0.43700000000000006,2.4,7.0,0.34,5.2,10.3,0.502,0.506,3.0,3.8,0.805,0.7,3.1,3.7,3.7,1.5,0.3,2.7,2.7,20.5
421,mitrona01,Mitrou-Long,Naz,2018,SG,24,UTA,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
422,monkma01,Monk,Malik,2018,SG,19,CHO,63,0,13.6,2.4,6.7,0.36,1.3,3.9,0.342,1.1,2.9,0.385,0.45799999999999996,0.5,0.6,0.8420000000000001,0.1,0.9,1.0,1.4,0.3,0.1,0.8,1.0,6.7
423,monrogr01,Monroe,Greg,2018,C,27,TOT,51,14,20.4,4.3,7.6,0.565,0.0,0.0,,4.3,7.6,0.565,0.565,1.7,2.3,0.7390000000000001,2.1,4.7,6.9,2.2,0.9,0.5,1.8,1.9,10.3
424,monrogr01,Monroe,Greg,2018,C,27,MIL,5,0,15.8,3.2,6.6,0.485,0.0,0.0,,3.2,6.6,0.485,0.485,0.4,0.8,0.5,1.2,3.8,5.0,1.0,0.0,0.0,1.2,1.4,6.8
425,monrogr01,Monroe,Greg,2018,C,27,PHO,20,14,23.3,4.9,7.8,0.626,0.0,0.0,,4.9,7.8,0.626,0.626,1.6,2.3,0.674,2.5,5.5,8.0,2.5,0.8,0.3,2.0,2.0,11.3
426,monrogr01,Monroe,Greg,2018,C,27,BOS,26,0,19.1,4.0,7.6,0.53,0.0,0.0,,4.0,7.6,0.53,0.53,2.1,2.7,0.797,2.0,4.3,6.3,2.3,1.1,0.7,1.8,1.8,10.2
427,montelu01,Montero,Luis,2018,SG,24,DET,2,0,4.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
428,moorebe01,Moore,Ben,2018,PF,22,IND,2,0,4.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.0,2.0,0.0
429,mooreet01,Moore,E'Twaun,2018,SG,28,NOP,82,80,31.5,5.2,10.1,0.508,1.6,3.7,0.425,3.6,6.5,0.556,0.585,0.6,0.8,0.706,0.7,2.2,2.9,2.3,1.0,0.1,1.2,2.2,12.5
430,moreler01,Moreland,Eric,2018,PF,26,DET,67,3,12.0,1.0,1.8,0.541,0.0,0.0,,1.0,1.8,0.541,0.541,0.2,0.4,0.379,1.2,2.9,4.1,1.2,0.5,0.8,0.6,1.7,2.1
431,morrija01,Morris,Jaylen,2018,SG,22,ATL,6,0,16.3,2.2,5.3,0.406,0.3,1.7,0.2,1.8,3.7,0.5,0.43799999999999994,0.0,0.0,,0.3,2.3,2.7,1.2,0.3,0.2,1.0,0.3,4.7
432,morrima03,Morris,Marcus,2018,PF,28,BOS,54,21,26.8,4.9,11.3,0.429,1.6,4.3,0.368,3.3,7.0,0.467,0.499,2.3,2.9,0.805,0.8,4.6,5.4,1.3,0.6,0.2,1.2,1.9,13.6
433,morrima02,Morris,Markieff,2018,PF,28,WAS,73,73,27.0,4.5,9.4,0.48,1.0,2.8,0.36700000000000005,3.5,6.6,0.529,0.536,1.4,1.8,0.82,1.0,4.6,5.6,1.9,0.8,0.5,1.7,3.0,11.5
434,morrimo01,Morris,Monte,2018,PG,22,DEN,3,0,8.3,1.3,2.0,0.667,0.0,0.3,0.0,1.3,1.7,0.8,0.667,0.7,0.7,1.0,0.0,0.7,0.7,2.3,1.0,0.0,0.3,0.3,3.3
435,motlejo01,Motley,Johnathan,2018,PF,22,DAL,11,4,16.0,3.6,6.8,0.5329999999999999,0.1,0.5,0.16699999999999998,3.5,6.3,0.565,0.54,1.4,2.5,0.536,1.3,3.2,4.5,0.6,0.3,0.2,0.8,1.6,8.7
436,mozgoti01,Mozgov,Timofey,2018,C,31,BRK,31,13,11.6,1.7,3.0,0.5589999999999999,0.1,0.6,0.222,1.5,2.4,0.64,0.581,0.7,1.0,0.767,1.0,2.1,3.2,0.4,0.2,0.4,1.1,1.3,4.2
437,mudiaem01,Mudiay,Emmanuel,2018,PG,21,TOT,64,14,19.5,3.2,8.2,0.38799999999999996,0.7,2.3,0.318,2.5,5.9,0.415,0.433,1.5,2.0,0.76,0.4,2.0,2.4,3.2,0.6,0.2,1.8,1.3,8.6
438,mudiaem01,Mudiay,Emmanuel,2018,PG,21,DEN,42,0,17.9,3.1,7.7,0.401,0.9,2.4,0.373,2.2,5.2,0.414,0.46,1.5,1.9,0.8079999999999999,0.4,1.9,2.2,2.9,0.5,0.1,1.7,1.1,8.5
439,mudiaem01,Mudiay,Emmanuel,2018,PG,21,NYK,22,14,22.4,3.4,9.3,0.368,0.4,2.1,0.196,3.0,7.2,0.418,0.39,1.6,2.3,0.6859999999999999,0.5,2.2,2.6,3.9,0.9,0.3,1.9,1.5,8.8
440,muhamsh01,Muhammad,Shabazz,2018,SF-SG,25,TOT,43,2,9.7,2.0,4.4,0.447,0.2,0.6,0.259,1.8,3.7,0.478,0.465,0.9,1.2,0.78,0.5,1.2,1.8,0.3,0.2,0.1,0.1,0.7,5.0
441,muhamsh01,Muhammad,Shabazz,2018,SF,25,MIN,32,2,9.4,1.5,3.8,0.38799999999999996,0.1,0.6,0.21100000000000002,1.3,3.2,0.42200000000000004,0.405,0.7,1.0,0.71,0.5,0.9,1.4,0.2,0.2,0.1,0.2,0.7,3.8
442,muhamsh01,Muhammad,Shabazz,2018,SG,25,MIL,11,0,10.6,3.4,6.1,0.552,0.3,0.7,0.375,3.1,5.4,0.5760000000000001,0.575,1.5,1.7,0.895,0.7,2.1,2.8,0.6,0.4,0.1,0.1,0.6,8.5
443,munfoxa02,Munford,Xavier,2018,SG,25,MIL,6,0,3.5,0.2,1.0,0.16699999999999998,0.0,0.3,0.0,0.2,0.7,0.25,0.16699999999999998,0.2,0.3,0.5,0.2,0.0,0.2,0.7,0.2,0.0,0.3,0.7,0.5
444,murrade01,Murray,Dejounte,2018,PG,21,SAS,81,48,21.5,3.3,7.5,0.44299999999999995,0.1,0.4,0.265,3.2,7.1,0.45399999999999996,0.451,1.3,1.8,0.7090000000000001,1.4,4.3,5.7,2.9,1.2,0.4,1.7,1.9,8.1
445,murraja01,Murray,Jamal,2018,PG,20,DEN,81,80,31.7,5.9,13.1,0.451,2.0,5.4,0.37799999999999995,3.9,7.7,0.502,0.529,2.8,3.1,0.905,1.0,2.7,3.7,3.4,1.0,0.3,2.1,2.1,16.7
446,muscami01,Muscala,Mike,2018,C,26,ATL,53,7,20.0,2.7,5.9,0.45799999999999996,1.2,3.2,0.371,1.5,2.7,0.5589999999999999,0.5579999999999999,1.1,1.2,0.919,1.1,3.3,4.3,1.0,0.6,0.5,0.8,1.5,7.6
447,naderab01,Nader,Abdel,2018,SF,24,BOS,48,1,10.9,1.0,3.1,0.336,0.5,1.4,0.354,0.6,1.8,0.321,0.413,0.5,0.8,0.59,0.3,1.2,1.5,0.5,0.3,0.2,0.7,0.9,3.0
448,nancela02,Nance,Larry,2018,C,25,TOT,66,27,21.5,3.6,6.3,0.581,0.0,0.2,0.16699999999999998,3.6,6.1,0.594,0.584,1.4,2.1,0.664,2.4,4.4,6.8,1.2,1.3,0.6,0.8,2.6,8.7
449,nancela02,Nance,Larry,2018,C,25,LAL,42,17,22.0,3.6,6.0,0.601,0.0,0.1,0.25,3.6,5.9,0.606,0.603,1.3,2.1,0.632,2.6,4.2,6.8,1.4,1.4,0.5,1.0,2.7,8.6
450,nancela02,Nance,Larry,2018,C,25,CLE,24,10,20.8,3.7,6.7,0.55,0.0,0.3,0.125,3.6,6.3,0.5720000000000001,0.5529999999999999,1.5,2.1,0.72,2.2,4.8,7.0,1.0,1.2,0.8,0.4,2.5,8.9
451,napiesh01,Napier,Shabazz,2018,PG,26,POR,74,10,20.7,3.0,7.2,0.42,1.1,2.9,0.376,1.9,4.2,0.45,0.49700000000000005,1.6,1.9,0.841,0.4,1.9,2.3,2.0,1.1,0.2,1.2,1.1,8.7
452,nelsoja01,Nelson,Jameer,2018,PG,35,TOT,50,0,20.3,1.9,4.9,0.389,0.8,2.5,0.331,1.1,2.4,0.45,0.473,0.3,0.4,0.8,0.3,1.8,2.1,3.6,0.5,0.1,1.3,1.6,4.9
453,nelsoja01,Nelson,Jameer,2018,PG,35,NOP,43,0,20.9,2.0,4.8,0.41,0.9,2.6,0.364,1.0,2.2,0.46299999999999997,0.507,0.3,0.4,0.765,0.3,2.0,2.2,3.6,0.5,0.1,1.3,1.6,5.1
454,nelsoja01,Nelson,Jameer,2018,PG,35,DET,7,0,16.6,1.6,5.6,0.282,0.1,2.0,0.071,1.4,3.6,0.4,0.295,0.4,0.4,1.0,0.3,0.9,1.1,3.3,0.6,0.1,1.6,2.0,3.7
455,netora01,Neto,Raul,2018,PG,25,UTA,41,0,12.1,1.7,3.7,0.457,0.5,1.1,0.40399999999999997,1.2,2.5,0.48100000000000004,0.52,0.6,0.9,0.743,0.2,1.0,1.2,1.8,0.3,0.1,0.9,0.9,4.5
456,niangge01,Niang,Georges,2018,PF,24,UTA,9,0,3.6,0.4,1.2,0.364,0.0,0.4,0.0,0.4,0.8,0.5710000000000001,0.364,0.1,0.2,0.5,0.3,0.7,1.0,0.3,0.2,0.0,0.3,0.1,1.0
457,noahjo01,Noah,Joakim,2018,C,32,NYK,7,0,5.7,0.7,1.4,0.5,0.0,0.0,,0.7,1.4,0.5,0.5,0.3,0.6,0.5,0.9,1.1,2.0,0.6,0.3,0.3,0.6,0.7,1.7
458,noelne01,Noel,Nerlens,2018,C,23,DAL,30,6,15.7,1.8,3.5,0.524,0.0,0.0,0.0,1.8,3.5,0.529,0.524,0.7,0.9,0.75,1.6,4.0,5.6,0.7,1.0,0.7,0.9,2.0,4.4
459,noguelu01,Nogueira,Lucas,2018,C,25,TOR,49,3,8.5,1.0,1.6,0.613,0.1,0.4,0.263,0.9,1.2,0.721,0.644,0.4,0.6,0.679,0.4,1.4,1.8,0.4,0.5,0.9,0.3,1.0,2.5
460,nowitdi01,Nowitzki,Dirk,2018,C,39,DAL,77,77,24.7,4.5,9.8,0.456,1.8,4.4,0.409,2.7,5.5,0.494,0.547,1.3,1.4,0.898,0.3,5.4,5.7,1.6,0.6,0.6,0.7,1.9,12.0
461,ntilila01,Ntilikina,Frank,2018,PG,19,NYK,78,9,21.9,2.3,6.4,0.364,0.6,2.0,0.318,1.7,4.4,0.385,0.414,0.6,0.9,0.721,0.5,1.8,2.3,3.2,0.8,0.2,1.7,2.3,5.9
462,nurkiju01,Nurkic,Jusuf,2018,C,23,POR,79,79,26.4,6.1,12.0,0.505,0.0,0.1,0.0,6.1,11.9,0.508,0.505,2.2,3.5,0.63,2.4,6.6,9.0,1.8,0.8,1.4,2.3,3.1,14.3
463,nwabada01,Nwaba,David,2018,SG,25,CHI,70,21,23.5,2.9,6.0,0.478,0.3,0.7,0.34600000000000003,2.6,5.3,0.496,0.499,1.9,2.9,0.655,1.3,3.4,4.7,1.5,0.8,0.4,1.1,2.3,7.9
464,obryajo01,O'Bryant,Johnny,2018,PF,24,CHO,36,0,10.5,1.9,4.8,0.39799999999999996,0.4,1.2,0.326,1.5,3.6,0.42200000000000004,0.439,0.6,0.7,0.84,0.8,1.8,2.6,0.4,0.3,0.2,0.4,1.3,4.8
465,onealro01,O'Neale,Royce,2018,SF,24,UTA,69,4,16.7,1.7,4.1,0.423,0.6,1.7,0.35600000000000004,1.1,2.4,0.47,0.496,0.9,1.1,0.8029999999999999,0.4,3.1,3.4,1.4,0.5,0.2,0.8,1.5,5.0
466,oquinky01,O'Quinn,Kyle,2018,C,27,NYK,77,10,18.0,2.9,5.0,0.583,0.1,0.2,0.235,2.9,4.8,0.599,0.589,1.3,1.6,0.772,1.6,4.5,6.1,2.1,0.5,1.3,1.3,2.5,7.1
467,ojelese01,Ojeleye,Semi,2018,PF,23,BOS,73,0,15.8,0.9,2.6,0.34600000000000003,0.5,1.7,0.32,0.3,0.9,0.397,0.452,0.3,0.6,0.61,0.5,1.7,2.2,0.3,0.3,0.1,0.3,1.2,2.7
468,okafoem01,Okafor,Emeka,2018,C,35,NOP,26,19,13.6,1.8,3.7,0.505,0.0,0.0,,1.8,3.7,0.505,0.505,0.7,0.8,0.818,1.8,2.8,4.6,0.3,0.3,1.0,0.5,1.2,4.4
469,okafoja01,Okafor,Jahlil,2018,C,22,TOT,28,0,12.6,2.8,4.9,0.5579999999999999,0.0,0.1,0.25,2.7,4.8,0.5670000000000001,0.562,0.8,1.0,0.7240000000000001,0.8,2.3,3.0,0.4,0.1,0.6,0.8,1.8,6.3
470,okafoja01,Okafor,Jahlil,2018,C,22,PHI,2,0,12.5,2.0,4.5,0.444,0.0,0.0,,2.0,4.5,0.444,0.444,1.0,2.0,0.5,2.0,2.5,4.5,0.5,0.0,1.0,1.5,3.5,5.0
471,okafoja01,Okafor,Jahlil,2018,C,22,BRK,26,0,12.6,2.8,5.0,0.5660000000000001,0.0,0.2,0.25,2.8,4.8,0.5760000000000001,0.57,0.7,1.0,0.76,0.7,2.3,2.9,0.4,0.1,0.6,0.7,1.7,6.4
472,oladivi01,Oladipo,Victor,2018,SG,25,IND,75,75,34.0,8.5,17.9,0.47700000000000004,2.1,5.8,0.371,6.4,12.1,0.528,0.537,3.9,4.9,0.799,0.6,4.6,5.2,4.3,2.4,0.8,2.9,2.3,23.1
473,olynyke01,Olynyk,Kelly,2018,PF,26,MIA,76,22,23.4,4.2,8.4,0.49700000000000005,1.4,3.7,0.379,2.8,4.7,0.59,0.58,1.8,2.3,0.77,1.2,4.5,5.7,2.7,0.8,0.5,1.9,2.9,11.5
474,onuakch01,Onuaku,Chinanu,2018,C,21,HOU,1,0,22.0,2.0,5.0,0.4,0.0,0.0,,2.0,5.0,0.4,0.4,0.0,0.0,,1.0,3.0,4.0,1.0,0.0,0.0,3.0,4.0,4.0
475,osmande01,Osman,Cedi,2018,SF,22,CLE,61,12,11.0,1.5,3.0,0.484,0.5,1.4,0.368,1.0,1.6,0.586,0.57,0.4,0.8,0.565,0.3,1.7,2.0,0.7,0.4,0.0,0.5,1.3,3.9
476,oubreke01,Oubre,Kelly,2018,SF,22,WAS,81,11,27.5,3.9,9.8,0.40299999999999997,1.6,4.6,0.341,2.4,5.2,0.456,0.48200000000000004,2.4,2.9,0.82,0.7,3.8,4.5,1.2,1.0,0.4,1.1,2.9,11.8
477,pachuza01,Pachulia,Zaza,2018,C,33,GSW,69,57,14.1,2.2,3.8,0.564,0.0,0.0,0.0,2.2,3.8,0.5670000000000001,0.564,1.1,1.3,0.8059999999999999,1.3,3.4,4.7,1.6,0.6,0.2,1.0,1.8,5.4
478,paigema01,Paige,Marcus,2018,PG,24,CHO,5,0,5.6,0.8,2.8,0.28600000000000003,0.4,1.6,0.25,0.4,1.2,0.33299999999999996,0.35700000000000004,0.4,0.4,1.0,0.0,0.8,0.8,0.6,0.0,0.0,0.0,0.0,2.4
479,papagge01,Papagiannis,Georgios,2018,C,20,TOT,17,0,7.2,1.1,2.5,0.429,0.0,0.0,,1.1,2.5,0.429,0.429,0.0,0.0,,0.8,1.4,2.2,0.5,0.2,0.4,0.5,0.7,2.1
480,papagge01,Papagiannis,Georgios,2018,C,20,SAC,16,0,7.4,1.1,2.6,0.415,0.0,0.0,,1.1,2.6,0.415,0.415,0.0,0.0,,0.8,1.5,2.3,0.6,0.1,0.4,0.5,0.8,2.1
481,papagge01,Papagiannis,Georgios,2018,C,20,POR,1,0,4.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0
482,parkeja01,Parker,Jabari,2018,PF,22,MIL,31,3,24.0,5.2,10.7,0.48200000000000004,1.0,2.6,0.38299999999999995,4.2,8.1,0.514,0.529,1.3,1.7,0.741,1.4,3.5,4.9,1.9,0.8,0.3,1.5,1.6,12.6
483,parketo01,Parker,Tony,2018,PG,35,SAS,55,21,19.5,3.2,7.1,0.45899999999999996,0.2,0.7,0.27,3.1,6.4,0.479,0.47200000000000003,1.0,1.4,0.705,0.1,1.6,1.7,3.5,0.5,0.0,1.2,0.9,7.7
484,parsoch01,Parsons,Chandler,2018,SF,29,MEM,36,8,19.2,3.0,6.5,0.462,1.4,3.4,0.42100000000000004,1.6,3.1,0.504,0.5710000000000001,0.5,0.8,0.63,0.4,2.1,2.5,1.9,0.5,0.3,1.0,1.5,7.9
485,pattepa01,Patterson,Patrick,2018,PF,28,OKC,82,3,15.5,1.3,3.2,0.39799999999999996,0.8,2.1,0.386,0.5,1.2,0.42100000000000004,0.523,0.5,0.6,0.87,0.4,2.0,2.4,0.7,0.6,0.3,0.4,1.1,3.9
486,pattoju01,Patton,Justin,2018,C,20,MIN,1,0,4.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
487,paulbr01,Paul,Brandon,2018,SG,26,SAS,64,2,9.0,0.9,2.0,0.433,0.2,0.8,0.278,0.6,1.1,0.5479999999999999,0.49200000000000005,0.3,0.7,0.512,0.1,1.0,1.1,0.6,0.4,0.1,0.5,0.9,2.3
488,paulch01,Paul,Chris,2018,PG,32,HOU,58,58,31.8,6.3,13.8,0.46,2.5,6.5,0.38,3.8,7.2,0.532,0.55,3.5,3.8,0.919,0.6,4.8,5.4,7.9,1.7,0.2,2.2,2.4,18.6
489,paynead01,Payne,Adreian,2018,PF,26,ORL,5,0,8.6,1.4,2.0,0.7,0.4,0.6,0.667,1.0,1.4,0.7140000000000001,0.8,1.0,1.2,0.833,0.4,1.4,1.8,0.0,0.4,0.0,0.4,1.2,4.2
490,payneca01,Payne,Cameron,2018,PG,23,CHI,25,14,23.3,3.5,8.6,0.405,1.4,3.6,0.385,2.1,5.0,0.419,0.486,0.5,0.6,0.75,0.7,2.0,2.8,4.5,1.0,0.4,1.4,1.8,8.8
491,paytoel01,Payton,Elfrid,2018,PG,23,TOT,63,63,28.7,5.2,10.6,0.493,0.5,1.5,0.326,4.7,9.1,0.52,0.516,1.7,2.7,0.649,1.0,3.3,4.3,6.2,1.3,0.3,2.7,2.3,12.7
492,paytoel01,Payton,Elfrid,2018,PG,23,ORL,44,44,28.6,5.4,10.4,0.52,0.6,1.5,0.373,4.8,8.9,0.545,0.547,1.6,2.6,0.632,1.1,2.9,4.0,6.3,1.5,0.4,2.6,2.2,13.0
493,paytoel01,Payton,Elfrid,2018,PG,23,PHO,19,19,29.0,4.8,11.0,0.435,0.3,1.3,0.2,4.5,9.7,0.467,0.447,1.9,2.8,0.685,0.9,4.4,5.3,6.2,1.0,0.3,2.8,2.6,11.8
494,paytoga02,Payton,Gary,2018,PG,25,TOT,23,6,9.6,1.3,3.2,0.405,0.3,1.1,0.24,1.0,2.1,0.49,0.446,0.1,0.4,0.33299999999999996,0.6,1.3,1.9,0.9,0.3,0.1,0.3,1.3,3.0
495,paytoga02,Payton,Gary,2018,PG,25,MIL,12,6,8.8,1.1,2.8,0.39399999999999996,0.2,1.0,0.16699999999999998,0.9,1.8,0.524,0.424,0.2,0.3,0.667,0.3,1.1,1.4,0.8,0.3,0.1,0.3,1.4,2.5
496,paytoga02,Payton,Gary,2018,PG,25,LAL,11,0,10.5,1.5,3.7,0.415,0.4,1.2,0.308,1.2,2.5,0.46399999999999997,0.46299999999999997,0.1,0.5,0.16699999999999998,0.8,1.6,2.5,1.1,0.4,0.2,0.4,1.2,3.5
497,perkike01,Perkins,Kendrick,2018,C,33,CLE,1,0,15.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,1.0,2.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0
498,perralo01,Perrantes,London,2018,PG,23,CLE,14,0,4.7,0.1,0.9,0.154,0.0,0.2,0.0,0.1,0.7,0.2,0.154,0.2,0.4,0.6,0.1,0.2,0.3,0.4,0.1,0.1,0.1,0.4,0.5
499,peteral01,Peters,Alec,2018,PF,22,PHO,20,0,11.3,1.4,3.7,0.37799999999999995,0.9,2.9,0.31,0.5,0.8,0.625,0.5,0.4,0.5,0.8,0.4,1.5,1.9,0.6,0.1,0.1,0.2,0.7,4.1
500,plumlma02,Plumlee,Marshall,2018,C,25,MIL,8,0,6.5,0.1,0.4,0.33299999999999996,0.0,0.0,,0.1,0.4,0.33299999999999996,0.33299999999999996,1.5,2.0,0.75,0.5,1.6,2.1,0.3,0.0,0.1,0.4,1.3,1.8
501,plumlma01,Plumlee,Mason,2018,C,27,DEN,74,26,19.4,3.0,5.0,0.601,0.0,0.0,0.0,3.0,5.0,0.602,0.601,1.1,2.4,0.45799999999999996,1.8,3.6,5.4,1.9,0.7,1.1,1.4,2.5,7.1
502,plumlmi01,Plumlee,Miles,2018,C,29,ATL,55,35,16.7,1.9,3.3,0.583,0.0,0.0,,1.9,3.3,0.583,0.583,0.5,1.1,0.45,1.4,2.7,4.1,0.8,0.3,0.5,1.1,1.4,4.3
503,poeltja01,Poltl,Jakob,2018,C,22,TOR,82,0,18.6,3.1,4.7,0.659,0.0,0.0,0.5,3.1,4.7,0.66,0.66,0.7,1.2,0.594,2.0,2.8,4.8,0.7,0.5,1.2,1.0,2.6,6.9
504,pondequ01,Pondexter,Quincy,2018,SF,29,CHI,23,1,8.5,0.6,2.1,0.28600000000000003,0.1,1.0,0.136,0.5,1.2,0.40700000000000003,0.316,0.6,0.7,0.8240000000000001,0.3,0.8,1.2,0.4,0.3,0.1,0.5,1.0,2.0
505,porteot01,Porter,Otto,2018,SF,24,WAS,77,77,31.6,5.8,11.5,0.503,1.8,4.1,0.441,4.0,7.4,0.537,0.581,1.4,1.7,0.828,1.3,5.1,6.4,2.0,1.5,0.5,1.0,2.0,14.7
506,portibo01,Portis,Bobby,2018,PF,22,CHI,73,4,22.5,5.2,11.1,0.47100000000000003,1.1,3.1,0.359,4.1,8.1,0.514,0.52,1.6,2.1,0.769,2.2,4.6,6.8,1.7,0.7,0.3,1.4,1.8,13.2
507,porzikr01,Porzingis,Kristaps,2018,PF,22,NYK,48,48,32.4,8.1,18.5,0.439,1.9,4.8,0.395,6.3,13.8,0.45399999999999996,0.489,4.5,5.7,0.7929999999999999,1.3,5.3,6.6,1.2,0.8,2.4,1.9,2.9,22.7
508,poweldw01,Powell,Dwight,2018,C,26,DAL,79,25,21.2,3.2,5.4,0.593,0.4,1.1,0.33299999999999996,2.9,4.4,0.6559999999999999,0.626,1.7,2.3,0.7190000000000001,1.7,3.9,5.6,1.2,0.8,0.4,0.7,2.4,8.5
509,powelno01,Powell,Norman,2018,SG,24,TOR,70,18,15.2,2.1,5.3,0.401,0.8,2.7,0.285,1.4,2.7,0.516,0.47200000000000003,0.5,0.6,0.821,0.2,1.5,1.7,1.3,0.5,0.2,0.9,1.6,5.5
510,poythal01,Poythress,Alex,2018,PF,24,IND,25,0,4.2,0.4,1.0,0.423,0.2,0.4,0.364,0.3,0.6,0.467,0.5,0.0,0.0,,0.3,0.4,0.7,0.1,0.1,0.0,0.1,0.6,1.0
511,pulleja01,Pullen,Jacob,2018,PG,28,PHI,3,0,2.0,0.3,0.7,0.5,0.0,0.3,0.0,0.3,0.3,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.7
