player_lastname,player_firstname,season,draymond
Huestis ,Josh,2018,2.378
Jackson ,Josh,2018,-1.028
Jackson ,Josh,2019,0.556
Magette ,Josh,2018,-2.165
McRoberts ,Josh,2014,-0.769
McRoberts ,Josh,2015,-0.182
McRoberts ,Josh,2016,1.327
McRoberts ,Josh,2017,-2.655
McRoberts ,Josh,2018,-16.721
Okogie ,Josh,2019,-1.454
Powell ,Josh,2014,-4.709
Richardson ,Josh,2016,1.35
Richardson ,Josh,2017,1.916
Richardson ,Josh,2018,1.906
Richardson ,Josh,2019,0.157
Smith ,Josh,2014,0.747
Smith ,Josh,2015,2.82
Smith ,Josh,2016,2.55
Smith ,Josh,2018,0.315
Holiday ,Jrue,2014,-0.296
Holiday ,Jrue,2015,0.632
Holiday ,Jrue,2016,-1.056
Holiday ,Jrue,2017,2.418
Holiday ,Jrue,2018,1.585
Holiday ,Jrue,2019,0.242
Hernangomez ,Juancho,2017,-0.741
Hernangomez ,Juancho,2018,1.297
Hernangomez ,Juancho,2019,0.83
Washburn ,Julian,2019,2.29
Randle ,Julius,2015,-5.726
Randle ,Julius,2016,-1.347
Randle ,Julius,2017,-1.318
Randle ,Julius,2018,0.189
Randle ,Julius,2019,-0.405
Stone ,Julyan,2014,-0.5
Stone ,Julyan,2018,3.166
Anderson ,Justin,2016,-0.754
Anderson ,Justin,2017,-0.087
Anderson ,Justin,2018,1.035
Anderson ,Justin,2019,-1.465
Hamilton ,Justin,2014,-1.265
Hamilton ,Justin,2015,0.049
Hamilton ,Justin,2017,0.192
Harper ,Justin,2016,-0.819
Harper ,Justin,2017,11.293
Holiday ,Justin,2015,0.635
Holiday ,Justin,2016,1.323
Holiday ,Justin,2017,-0.465
Holiday ,Justin,2018,0.674
Holiday ,Justin,2019,0.309
Jackson ,Justin,2018,-0.743
Jackson ,Justin,2019,-0.156
Patton ,Justin,2018,-2.494
Patton ,Justin,2019,-8.452
Winslow ,Justise,2016,1.884
Winslow ,Justise,2017,-0.398
Winslow ,Justise,2018,1.705
Winslow ,Justise,2019,-0.405
Nurkic ,Jusuf,2015,1.039
Nurkic ,Jusuf,2016,-0.492
Nurkic ,Jusuf,2017,0.868
Nurkic ,Jusuf,2018,0.367
Nurkic ,Jusuf,2019,3.027
McDaniels ,KJ,2015,1.526
McDaniels ,KJ,2016,0.914
McDaniels ,KJ,2017,2.727
Allen ,Kadeem,2018,-0.89
Allen ,Kadeem,2019,-0.16
Lucas ,Kalin,2015,-14.366
Lucas ,Kalin,2019,-2.437
Towns ,Karl-Anthony,2016,0.202
Towns ,Karl-Anthony,2017,-0.372
Towns ,Karl-Anthony,2018,-0.02
Towns ,Karl-Anthony,2019,0.53
Leonard ,Kawhi,2014,2.405
Leonard ,Kawhi,2015,-0.152
Leonard ,Kawhi,2016,1.74
Leonard ,Kawhi,2017,0.047
Leonard ,Kawhi,2018,2.531
Leonard ,Kawhi,2019,0.249
Felder ,Kay,2017,-1.717
Felder ,Kay,2018,2.13
Bates-Diop ,Keita,2019,0.799
Appling ,Keith,2016,6.28
Bogans ,Keith,2014,3.138
Olynyk ,Kelly,2014,-0.365
Olynyk ,Kelly,2015,0.535
Olynyk ,Kelly,2016,0.828
Olynyk ,Kelly,2017,-0.405
Olynyk ,Kelly,2018,-0.228
Olynyk ,Kelly,2019,-0.213
Oubre Jr.,Kelly,2016,-1.748
Oubre Jr.,Kelly,2017,-0.556
Oubre Jr.,Kelly,2018,-1.718
Oubre Jr.,Kelly,2019,-0.561
Walker ,Kemba,2014,1.269
Walker ,Kemba,2015,1.923
Walker ,Kemba,2016,-0.015
Walker ,Kemba,2017,0.173
Walker ,Kemba,2018,1.332
Walker ,Kemba,2019,0.617
Marshall ,Kendall,2014,-1.94
Marshall ,Kendall,2015,0.936
Marshall ,Kendall,2016,-3.216
Perkins ,Kendrick,2014,1.132
Perkins ,Kendrick,2015,1.019
Perkins ,Kendrick,2016,-1.486
Perkins ,Kendrick,2018,-3.911
Faried ,Kenneth,2014,-0.484
Faried ,Kenneth,2015,-0.573
Faried ,Kenneth,2016,-1.712
Faried ,Kenneth,2017,-1.184
Faried ,Kenneth,2018,-1.88
Faried ,Kenneth,2019,0.645
Williams ,Kenrich,2019,0.092
Bazemore ,Kent,2014,-0.431
Bazemore ,Kent,2015,0.283
Bazemore ,Kent,2016,1.206
Bazemore ,Kent,2017,1.339
Bazemore ,Kent,2018,-1.237
Bazemore ,Kent,2019,-1.072
Caldwell-Pope ,Kentavious,2014,-1.087
Caldwell-Pope ,Kentavious,2015,-0.965
Caldwell-Pope ,Kentavious,2016,0.968
Caldwell-Pope ,Kentavious,2017,-0.726
Caldwell-Pope ,Kentavious,2018,-1.518
Caldwell-Pope ,Kentavious,2019,-2.493
Martin ,Kenyon,2014,3.138
Martin ,Kenyon,2015,3.677
Durant ,Kevin,2014,1.292
Durant ,Kevin,2015,0.448
Durant ,Kevin,2016,1.977
Durant ,Kevin,2017,2.28
Durant ,Kevin,2018,1.126
Durant ,Kevin,2019,0.942
Garnett ,Kevin,2014,0.54
Garnett ,Kevin,2015,-0.492
Garnett ,Kevin,2016,1.218
Huerter ,Kevin,2019,-2.464
Knox ,Kevin,2019,-1.416
Love ,Kevin,2014,-0.794
Love ,Kevin,2015,0.542
Love ,Kevin,2016,-0.287
Love ,Kevin,2017,0.247
Love ,Kevin,2018,-1.061
Love ,Kevin,2019,0.514
Martin ,Kevin,2014,-0.828
Martin ,Kevin,2015,-0.24
Martin ,Kevin,2016,-2.315
Seraphin ,Kevin,2014,0.557
Seraphin ,Kevin,2015,1.285
Seraphin ,Kevin,2016,2.03
Seraphin ,Kevin,2017,0.388
Looney ,Kevon,2016,-3.824
Looney ,Kevon,2017,4.628
Looney ,Kevon,2018,3.592
Looney ,Kevon,2019,2.72
Birch ,Khem,2018,0.95
Birch ,Khem,2019,1.634
Middleton ,Khris,2014,-0.323
Middleton ,Khris,2015,1.155
Middleton ,Khris,2016,0.171
Middleton ,Khris,2017,-0.01
Middleton ,Khris,2018,-0.758
Middleton ,Khris,2019,-0.189
Thomas ,Khyri,2019,0.185
Hinrich ,Kirk,2014,1.351
Hinrich ,Kirk,2015,-0.039
Hinrich ,Kirk,2016,0.177
Thompson ,Klay,2014,1.535
Thompson ,Klay,2015,0.63
Thompson ,Klay,2016,1.36
Thompson ,Klay,2017,1.501
Thompson ,Klay,2018,0.486
Thompson ,Klay,2019,0.805
Bryant ,Kobe,2014,3.99
Bryant ,Kobe,2015,-2.148
Bryant ,Kobe,2016,-0.922
Simmons ,Kobi,2018,-3.136
Simmons ,Kobi,2019,39.093
Koufos ,Kosta,2014,1.473
Koufos ,Kosta,2015,1.47
Koufos ,Kosta,2016,0.911
Koufos ,Kosta,2017,1.107
Koufos ,Kosta,2018,0.614
Koufos ,Kosta,2019,1.058
Antetokounmpo ,Kostas,2019,17.31
Papanikolaou ,Kostas,2015,0.369
Papanikolaou ,Kostas,2016,-0.143
Dunn ,Kris,2017,-0.876
Dunn ,Kris,2018,-0.437
Dunn ,Kris,2019,-0.422
Humphries ,Kris,2014,1.776
Humphries ,Kris,2015,0.548
Humphries ,Kris,2016,-0.482
Humphries ,Kris,2017,1.047
Porzingis ,Kristaps,2016,2.877
Porzingis ,Kristaps,2017,2.453
Porzingis ,Kristaps,2018,2.353
Anderson ,Kyle,2015,-2.251
Anderson ,Kyle,2016,-0.513
Anderson ,Kyle,2017,0.844
Anderson ,Kyle,2018,-0.551
Anderson ,Kyle,2019,1.501
Collinsworth ,Kyle,2018,-0.967
Korver ,Kyle,2014,-0.854
Korver ,Kyle,2015,0.895
Korver ,Kyle,2016,0.107
Korver ,Kyle,2017,-1.129
Korver ,Kyle,2018,0.51
Korver ,Kyle,2019,-2.295
Kuzma ,Kyle,2018,0.122
Kuzma ,Kyle,2019,-0.246
Lowry ,Kyle,2014,-0.077
Lowry ,Kyle,2015,-0.018
Lowry ,Kyle,2016,-0.341
Lowry ,Kyle,2017,-0.89
Lowry ,Kyle,2018,0.762
Lowry ,Kyle,2019,0.575
O'Quinn ,Kyle,2014,1.299
O'Quinn ,Kyle,2015,0.906
O'Quinn ,Kyle,2016,2.007
O'Quinn ,Kyle,2017,2.167
O'Quinn ,Kyle,2018,1.514
O'Quinn ,Kyle,2019,0.566
Singler ,Kyle,2014,-0.323
Singler ,Kyle,2015,-0.505
Singler ,Kyle,2016,-1.42
Singler ,Kyle,2017,0.166
Singler ,Kyle,2018,1.586
Wiltjer ,Kyle,2017,-3.432
Irving ,Kyrie,2014,-0.239
Irving ,Kyrie,2015,-1.046
Irving ,Kyrie,2016,-1.18
Irving ,Kyrie,2017,-1.262
Irving ,Kyrie,2018,-1.106
Irving ,Kyrie,2019,-1.011
Aldridge ,LaMarcus,2014,0.622
Aldridge ,LaMarcus,2015,1.172
Aldridge ,LaMarcus,2016,1.035
Aldridge ,LaMarcus,2017,1.5
Aldridge ,LaMarcus,2018,1.44
Aldridge ,LaMarcus,2019,1.818
Patterson ,Lamar,2016,-2.657
Patterson ,Lamar,2017,8.777
Stephenson ,Lance,2014,0.982
Stephenson ,Lance,2015,-1.387
Stephenson ,Lance,2016,-1.18
Stephenson ,Lance,2017,0.146
Stephenson ,Lance,2018,-1.574
Stephenson ,Lance,2019,-1.204
Thomas ,Lance,2014,-5.747
Thomas ,Lance,2015,-0.536
Thomas ,Lance,2016,0.727
Thomas ,Lance,2017,0.682
Thomas ,Lance,2018,0.752
Thomas ,Lance,2019,0.359
Fields ,Landry,2014,1.452
Fields ,Landry,2015,-1.307
Shamet ,Landry,2019,-0.047
Galloway ,Langston,2015,1.508
Galloway ,Langston,2016,1.221
Galloway ,Langston,2017,0.486
Galloway ,Langston,2018,-1.126
Galloway ,Langston,2019,0.242
Drew II,Larry,2015,-2.205
Drew II,Larry,2018,0.493
Nance Jr.,Larry,2016,-0.816
Nance Jr.,Larry,2017,-1.347
Nance Jr.,Larry,2018,-0.269
Nance Jr.,Larry,2019,0.235
Sanders ,Larry,2014,2.045
Sanders ,Larry,2015,1.132
Sanders ,Larry,2017,9.364
Markkanen ,Lauri,2018,-0.691
Markkanen ,Lauri,2019,-0.81
Allen ,Lavoy,2014,-0.609
Allen ,Lavoy,2015,0.681
Allen ,Lavoy,2016,0.273
Allen ,Lavoy,2017,0.667
James ,LeBron,2014,-0.665
James ,LeBron,2015,-0.885
James ,LeBron,2016,1.481
James ,LeBron,2017,0.788
James ,LeBron,2018,0.063
James ,LeBron,2019,0.402
Barbosa ,Leandro,2014,-1.122
Barbosa ,Leandro,2015,-1.814
Barbosa ,Leandro,2016,-2.01
Barbosa ,Leandro,2017,-1.766
Hudson ,Lester,2015,-1.338
Perrantes ,London,2018,-7.063
Walker IV,Lonnie,2019,4.743
Ball ,Lonzo,2018,1.393
Ball ,Lonzo,2019,1.001
Brown ,Lorenzo,2014,2.808
Brown ,Lorenzo,2015,-1.02
Brown ,Lorenzo,2016,-6.184
Brown ,Lorenzo,2018,2.921
Brown ,Lorenzo,2019,-0.036
Amundson ,Lou,2014,-0.656
Amundson ,Lou,2015,0.39
Amundson ,Lou,2016,2.712
Williams ,Lou,2014,-1.485
Williams ,Lou,2015,-0.948
Williams ,Lou,2016,1.104
Williams ,Lou,2017,-1.192
Williams ,Lou,2018,-0.582
Williams ,Lou,2019,-1.669
Mbah a,Luc,2014,-1.85
Mbah a,Luc,2015,1.506
Mbah a,Luc,2016,5.033
Mbah a,Luc,2017,1.93
Mbah a,Luc,2018,0.274
Mbah a,Luc,2019,5.398
Nogueira ,Lucas,2015,-13.792
Nogueira ,Lucas,2016,1.574
Nogueira ,Lucas,2017,0.749
Nogueira ,Lucas,2018,1.266
Montero ,Luis,2016,-10.704
Montero ,Luis,2018,19.753
Scola ,Luis,2014,0.694
Scola ,Luis,2015,-0.167
Scola ,Luis,2016,-1.006
Scola ,Luis,2017,-1.006
Doncic ,Luka,2019,-0.809
Babbitt ,Luke,2014,1.153
Babbitt ,Luke,2015,-1.226
Babbitt ,Luke,2016,-1.69
Babbitt ,Luke,2017,1.129
Babbitt ,Luke,2018,-1.501
Kennard ,Luke,2018,-1.156
Kennard ,Luke,2019,-1.213
Kornet ,Luke,2018,0.236
Kornet ,Luke,2019,2.745
Ridnour ,Luke,2014,-3.117
Ridnour ,Luke,2015,-0.255
Deng ,Luol,2014,-0.194
Deng ,Luol,2015,0.438
Deng ,Luol,2016,0.051
Deng ,Luol,2017,-0.575
Deng ,Luol,2018,6.049
Deng ,Luol,2019,3.414
Wayns ,Maalik,2014,-3.601
Richardson ,Malachi,2017,-0.571
Richardson ,Malachi,2018,-2.779
Richardson ,Malachi,2019,-7.629
Brogdon ,Malcolm,2017,-0.66
Brogdon ,Malcolm,2018,-0.536
Brogdon ,Malcolm,2019,0.878
Delaney ,Malcolm,2017,-1.712
Delaney ,Malcolm,2018,-0.074
Lee ,Malcolm,2015,-2.545
Miller ,Malcolm,2018,0.776
Miller ,Malcolm,2019,5.225
Thomas ,Malcolm,2014,5.359
Thomas ,Malcolm,2015,-3.48
Beasley ,Malik,2017,-0.056
Beasley ,Malik,2018,-1.039
Beasley ,Malik,2019,-1.877
Monk ,Malik,2018,-3.331
Monk ,Malik,2019,-1.982
Mathiang ,Mangok,2018,1.242
Harris ,Manny,2014,-3.506
Harris ,Manny,2017,-8.609
Ginobili ,Manu,2014,-0.116
Ginobili ,Manu,2015,-0.572
Ginobili ,Manu,2016,0.727
Ginobili ,Manu,2017,-0.448
Ginobili ,Manu,2018,1.156
Brooks ,MarShon,2014,-1.129
Brooks ,MarShon,2018,-1.432
Brooks ,MarShon,2019,-0.082
Gasol ,Marc,2014,0.221
Gasol ,Marc,2015,1.287
Gasol ,Marc,2016,0.955
Gasol ,Marc,2017,0.201
Gasol ,Marc,2018,0.739
Gasol ,Marc,2019,0.745
Huertas ,Marcelo,2016,-0.526
Huertas ,Marcelo,2017,-4.036
Gortat ,Marcin,2014,0.773
Gortat ,Marcin,2015,1.621
Gortat ,Marcin,2016,1.135
Gortat ,Marcin,2017,-0.322
Gortat ,Marcin,2018,0.818
Gortat ,Marcin,2019,2.002
Belinelli ,Marco,2014,-1.298
Belinelli ,Marco,2015,-1.671
Belinelli ,Marco,2016,-1.392
Belinelli ,Marco,2017,-1.136
Belinelli ,Marco,2018,-1.214
Belinelli ,Marco,2019,-0.55
Derrickson ,Marcus,2019,2.39
Georges-Hunt ,Marcus,2017,-11.244
Georges-Hunt ,Marcus,2018,-1.58
Morris ,Marcus,2014,-0.956
Morris ,Marcus,2015,-0.323
Morris ,Marcus,2016,0.327
Morris ,Marcus,2017,0.611
Morris ,Marcus,2018,0.492
Morris ,Marcus,2019,-0.326
Paige ,Marcus,2018,1.879
Smart ,Marcus,2015,-0.556
Smart ,Marcus,2016,-0.075
Smart ,Marcus,2017,0.112
Smart ,Marcus,2018,0.407
Smart ,Marcus,2019,-0.009
Thornton ,Marcus,2014,-1.177
Thornton ,Marcus,2015,0.259
Thornton ,Marcus,2016,-0.96
Thornton ,Marcus,2017,-0.413
Chalmers ,Mario,2014,-0.536
Chalmers ,Mario,2015,0.467
Chalmers ,Mario,2016,0.911
Chalmers ,Mario,2018,0.16
Hezonja ,Mario,2016,-1.085
Hezonja ,Mario,2017,-0.441
Hezonja ,Mario,2018,0.305
Hezonja ,Mario,2019,-1.215
Brown ,Markel,2015,-2.262
Brown ,Markel,2016,-2.832
Brown ,Markel,2018,1.038
Fultz ,Markelle,2018,1.773
Fultz ,Markelle,2019,0.805
Morris ,Markieff,2014,-0.506
Morris ,Markieff,2015,-0.346
Morris ,Markieff,2016,0.84
Morris ,Markieff,2017,-0.031
Morris ,Markieff,2018,0.388
Morris ,Markieff,2019,0.94
Chriss ,Marquese,2017,-1.726
Chriss ,Marquese,2018,0.515
Chriss ,Marquese,2019,-1.304
Teague ,Marquis,2014,1.69
Teague ,Marquis,2018,-4.348
Speights ,Marreese,2014,-0.254
Speights ,Marreese,2015,0.08
Speights ,Marreese,2016,1.117
Speights ,Marreese,2017,0.53
Speights ,Marreese,2018,0.663
Plumlee ,Marshall,2017,-0.746
Plumlee ,Marshall,2018,0.587
Webster ,Martell,2014,-0.437
Webster ,Martell,2015,-2.598
Bagley III,Marvin,2019,-0.296
Williams ,Marvin,2014,0.113
Williams ,Marvin,2015,0.907
Williams ,Marvin,2016,0.143
Williams ,Marvin,2017,0.71
Williams ,Marvin,2018,-0.292
Williams ,Marvin,2019,-1.219
Plumlee ,Mason,2014,-0.388
Plumlee ,Mason,2015,-1.098
Plumlee ,Mason,2016,-0.202
Plumlee ,Mason,2017,0.338
Plumlee ,Mason,2018,1.227
Plumlee ,Mason,2019,1.33
Barnes ,Matt,2014,1.175
Barnes ,Matt,2015,0.848
Barnes ,Matt,2016,-1.697
Barnes ,Matt,2017,-1.012
Bonner ,Matt,2014,0.904
Bonner ,Matt,2015,2.422
Bonner ,Matt,2016,1.449
Costello ,Matt,2018,-1.412
Williams Jr.,Matt,2018,10.469
Dellavedova ,Matthew,2014,-0.723
Dellavedova ,Matthew,2015,0.805
Dellavedova ,Matthew,2016,1.066
Dellavedova ,Matthew,2017,-0.207
Dellavedova ,Matthew,2018,-1.003
Dellavedova ,Matthew,2019,-0.097
Harkless ,Maurice,2014,0.429
Harkless ,Maurice,2015,-0.291
Harkless ,Maurice,2016,-0.421
Harkless ,Maurice,2017,2.093
Harkless ,Maurice,2018,1.173
Harkless ,Maurice,2019,0.66
Ndour ,Maurice,2017,4.18
Kleber ,Maxi,2018,-1.098
Kleber ,Maxi,2019,2.943
Ely ,Melvin,2014,2.36
Frazier Jr.,Melvin,2019,-2.99
World Peace,Metta,2014,-0.142
World Peace,Metta,2016,-0.361
World Peace,Metta,2017,-5.322
Leonard ,Meyers,2014,-1.644
Leonard ,Meyers,2015,2.491
Leonard ,Meyers,2016,0.671
Leonard ,Meyers,2017,0.128
Leonard ,Meyers,2018,-2.854
Leonard ,Meyers,2019,-2.307
Beasley ,Michael,2014,0.966
Beasley ,Michael,2015,1.291
Beasley ,Michael,2016,0.061
Beasley ,Michael,2017,-0.634
Beasley ,Michael,2018,-0.688
Beasley ,Michael,2019,-0.374
Carter-Williams ,Michael,2014,-0.835
Carter-Williams ,Michael,2015,-0.081
Carter-Williams ,Michael,2016,0.439
Carter-Williams ,Michael,2017,1.591
Carter-Williams ,Michael,2018,-0.301
Carter-Williams ,Michael,2019,0.175
Gbinije ,Michael,2017,-8.439
Kidd-Gilchrist ,Michael,2014,1.476
Kidd-Gilchrist ,Michael,2015,0.458
Kidd-Gilchrist ,Michael,2016,3.99
Kidd-Gilchrist ,Michael,2017,0.681
Kidd-Gilchrist ,Michael,2018,0.479
Kidd-Gilchrist ,Michael,2019,1.92
Bridges ,Mikal,2019,-0.979
Conley ,Mike,2014,0.316
Conley ,Mike,2015,-0.581
Conley ,Mike,2016,-0.634
Conley ,Mike,2017,1.077
Conley ,Mike,2018,2.417
Conley ,Mike,2019,0.381
Dunleavy ,Mike,2014,1.271
Dunleavy ,Mike,2015,0.992
Dunleavy ,Mike,2016,0.282
Dunleavy ,Mike,2017,1.38
Harris ,Mike,2014,1.41
James ,Mike,2018,2.014
L. James,Mike,2014,7.511
Miller ,Mike,2014,-1.382
Miller ,Mike,2015,0.778
Miller ,Mike,2016,0.14
Miller ,Mike,2017,-1.338
Muscala ,Mike,2014,-4.659
Muscala ,Mike,2015,-0.686
Muscala ,Mike,2016,-0.929
Muscala ,Mike,2017,0.53
Muscala ,Mike,2018,0.06
Muscala ,Mike,2019,0.635
Scott ,Mike,2014,-0.825
Scott ,Mike,2015,-0.203
Scott ,Mike,2016,0.109
Scott ,Mike,2017,-0.207
Scott ,Mike,2018,-0.362
Scott ,Mike,2019,-0.321
Tobey ,Mike,2017,6.756
Bridges ,Miles,2019,-1.346
Plumlee ,Miles,2014,1.323
Plumlee ,Miles,2015,-0.201
Plumlee ,Miles,2016,1.493
Plumlee ,Miles,2017,2.463
Plumlee ,Miles,2018,1.276
Plumlee ,Miles,2019,-0.706
Teodosic ,Milos,2018,-1.948
Teodosic ,Milos,2019,-4.553
Doyle ,Milton,2018,-0.55
Kuzminskas ,Mindaugas,2017,-3.297
Kuzminskas ,Mindaugas,2018,-2.494
Raduljica ,Miroslav,2014,1.576
Raduljica ,Miroslav,2015,-4.315
Teletovic ,Mirza,2014,0.568
Teletovic ,Mirza,2015,0.969
Teletovic ,Mirza,2016,-1.114
Teletovic ,Mirza,2017,-0.866
Teletovic ,Mirza,2018,-0.014
McGary ,Mitch,2015,-0.363
McGary ,Mitch,2016,0.347
Creek ,Mitchell,2019,3.03
Robinson ,Mitchell,2019,3.322
Bamba ,Mo,2019,0.148
Williams ,Mo,2014,-1.197
Williams ,Mo,2015,0.065
Williams ,Mo,2016,0.15
Ellis ,Monta,2014,-1.905
Ellis ,Monta,2015,0.605
Ellis ,Monta,2016,0.721
Ellis ,Monta,2017,-0.648
Morris ,Monte,2018,5.451
Morris ,Monte,2019,-0.616
Harrell ,Montrezl,2016,0.909
Harrell ,Montrezl,2017,1.49
Harrell ,Montrezl,2018,0.882
Harrell ,Montrezl,2019,1.821
Wagner ,Moritz,2019,1.423
Shakur ,Mustafa,2014,7.322
Henry ,Myke,2018,-1.522
Turner ,Myles,2016,1.693
Turner ,Myles,2017,1.761
Turner ,Myles,2018,0.945
Turner ,Myles,2019,2.434
De Colo,Nando,2014,-1.075
Robinson ,Nate,2014,-0.069
Robinson ,Nate,2015,2.559
Robinson ,Nate,2016,7.592
Wolters ,Nate,2014,-0.439
Wolters ,Nate,2015,0.921
Wolters ,Nate,2018,-2.97
Mitrou-Long ,Naz,2018,-2.494
Mitrou-Long ,Naz,2019,1.096
Mohammed ,Nazr,2014,1.478
Mohammed ,Nazr,2015,5.408
Mohammed ,Nazr,2016,-0.837
Bjelica ,Nemanja,2016,-0.011
Bjelica ,Nemanja,2017,1.524
Bjelica ,Nemanja,2018,0.909
Bjelica ,Nemanja,2019,1.758
Nedovic ,Nemanja,2014,1.524
 ,Nene,2014,0.016
 ,Nene,2015,-0.252
 ,Nene,2016,-0.737
 ,Nene,2017,-0.545
 ,Nene,2018,1.874
 ,Nene,2019,0.232
Noel ,Nerlens,2015,0.143
Noel ,Nerlens,2016,0.228
Noel ,Nerlens,2017,0.147
Noel ,Nerlens,2018,0.124
Noel ,Nerlens,2019,2.149
Calathes ,Nick,2014,3.46
Calathes ,Nick,2015,2.387
Collison ,Nick,2014,1.165
Collison ,Nick,2015,-0.439
Collison ,Nick,2016,0.991
Collison ,Nick,2017,2.121
Collison ,Nick,2018,-0.408
Johnson ,Nick,2015,1.113
Young ,Nick,2014,-0.405
Young ,Nick,2015,1.013
Young ,Nick,2016,-2.688
Young ,Nick,2017,-2.584
Young ,Nick,2018,-1.223
Young ,Nick,2019,-9.167
Batum ,Nicolas,2014,0.271
Batum ,Nicolas,2015,0.378
Batum ,Nicolas,2016,-0.601
Batum ,Nicolas,2017,-0.422
Batum ,Nicolas,2018,-1.377
Batum ,Nicolas,2019,0.617
Brussino ,Nicolas,2017,-3.109
Brussino ,Nicolas,2018,4.958
Laprovittola ,Nicolas,2017,0.263
Hayes ,Nigel,2018,2.448
Stauskas ,Nik,2015,0.192
Stauskas ,Nik,2016,0.037
Stauskas ,Nik,2017,-1.078
Stauskas ,Nik,2018,1.207
Stauskas ,Nik,2019,-2.229
Jokic ,Nikola,2016,0.805
Jokic ,Nikola,2017,-1.158
Jokic ,Nikola,2018,-1.756
Jokic ,Nikola,2019,0.872
Mirotic ,Nikola,2015,0.577
Mirotic ,Nikola,2016,0.318
Mirotic ,Nikola,2017,1.157
Mirotic ,Nikola,2018,0.351
Mirotic ,Nikola,2019,0.395
Pekovic ,Nikola,2014,-0.405
Pekovic ,Nikola,2015,-0.533
Pekovic ,Nikola,2016,-1.017
Vucevic ,Nikola,2014,-0.153
Vucevic ,Nikola,2015,-0.505
Vucevic ,Nikola,2016,0.538
Vucevic ,Nikola,2017,0.818
Vucevic ,Nikola,2018,-1.015
Vucevic ,Nikola,2019,0.935
Vonleh ,Noah,2015,-0.23
Vonleh ,Noah,2016,0.304
Vonleh ,Noah,2017,1.646
Vonleh ,Noah,2018,-0.163
Vonleh ,Noah,2019,0.082
Powell ,Norman,2016,-0.335
Powell ,Norman,2017,-1.757
Powell ,Norman,2018,-0.684
Powell ,Norman,2019,0.708
Cole ,Norris,2014,-1.526
Cole ,Norris,2015,0.432
Cole ,Norris,2016,-2.093
Cole ,Norris,2017,-0.464
Mayo ,O.J.,2014,1.29
Mayo ,O.J.,2015,1.956
Mayo ,O.J.,2016,0.743
Anunoby ,OG,2018,0.062
Anunoby ,OG,2019,-0.05
Kuzmic ,Ognjen,2014,-3.171
Kuzmic ,Ognjen,2015,-4.001
White ,Okaro,2017,-0.159
White ,Okaro,2018,0.008
White ,Okaro,2019,11.944
Johnson ,Omari,2018,-5.996
Spellman ,Omari,2019,1.695
Asik ,Omer,2014,1.054
Asik ,Omer,2015,-0.305
Asik ,Omer,2016,-0.026
Asik ,Omer,2017,-0.962
Asik ,Omer,2018,2.235
Casspi ,Omri,2014,1.599
Casspi ,Omri,2015,-1.776
Casspi ,Omri,2016,-1.12
Casspi ,Omri,2017,-2
Casspi ,Omri,2018,1.57
Casspi ,Omri,2019,1.847
Johnson ,Orlando,2014,1.348
Johnson ,Orlando,2016,-3.933
Jeffers ,Othyus,2014,6.566
Porter Jr.,Otto,2014,-1.297
Porter Jr.,Otto,2015,1.239
Porter Jr.,Otto,2016,-1.844
Porter Jr.,Otto,2017,-1.11
Porter Jr.,Otto,2018,-1.605
Porter Jr.,Otto,2019,-1.139
Dozier ,PJ,2018,16.629
Dozier ,PJ,2019,-8.811
Hairston ,PJ,2015,-1.245
Hairston ,PJ,2016,-0.695
Tucker ,PJ,2014,-0.083
Tucker ,PJ,2015,0.447
Tucker ,PJ,2016,0.34
Tucker ,PJ,2017,-0.295
Tucker ,PJ,2018,-0.865
Tucker ,PJ,2019,0.845
Prigioni ,Pablo,2014,-1.426
Prigioni ,Pablo,2015,-2.162
Prigioni ,Pablo,2016,-2.334
Siakam ,Pascal,2017,-0.781
Siakam ,Pascal,2018,0.207
Siakam ,Pascal,2019,1.646
Connaughton ,Pat,2016,5.585
Connaughton ,Pat,2017,0.969
Connaughton ,Pat,2018,2.262
Connaughton ,Pat,2019,1.904
Garino ,Patricio,2017,-6.165
Beverley ,Patrick,2014,0.051
Beverley ,Patrick,2015,-0.278
Beverley ,Patrick,2016,0.525
Beverley ,Patrick,2017,-0.411
Beverley ,Patrick,2018,-2.872
Beverley ,Patrick,2019,1.247
Christopher ,Patrick,2015,-15.534
McCaw ,Patrick,2017,-2.133
McCaw ,Patrick,2018,-0.58
McCaw ,Patrick,2019,-2.539
Patterson ,Patrick,2014,0.357
Patterson ,Patrick,2015,-0.421
Patterson ,Patrick,2016,0.756
Patterson ,Patrick,2017,2.241
Patterson ,Patrick,2018,-0.398
Patterson ,Patrick,2019,-0.153
Mills ,Patty,2014,0.919
Mills ,Patty,2015,0.297
Mills ,Patty,2016,-1.001
Mills ,Patty,2017,-0.869
Mills ,Patty,2018,-0.869
Mills ,Patty,2019,-0.961
Gasol ,Pau,2014,0.475
Gasol ,Pau,2015,1.714
Gasol ,Pau,2016,2.315
Gasol ,Pau,2017,0.706
Gasol ,Pau,2018,1.552
Gasol ,Pau,2019,0.478
George ,Paul,2014,1.669
George ,Paul,2015,3.057
George ,Paul,2016,1.005
George ,Paul,2017,-0.102
George ,Paul,2018,-1.223
George ,Paul,2019,0.092
Millsap ,Paul,2014,0.427
Millsap ,Paul,2015,-0.525
Millsap ,Paul,2016,0.794
Millsap ,Paul,2017,-0.186
Millsap ,Paul,2018,2.444
Millsap ,Paul,2019,0.59
