player_id,player_lastname,player_firstname
wallaty01,Wallace,Tyrone
princta02,Waller-Prince,Taurean
waltode01,Walton,Derrick
wanambr01,Wanamaker,Brad
wareca01,Ware,Casper
warneja01,Warney,Jameel
warretj01,Warren,T.J.
washbju01,Washburn,Julian
watanyu01,Watanabe,Yuta
watsoea01,Watson,Earl
watsocj01,Watson,C.J.
waynsma01,Wayns,Maalik
weartr01,Wear,Travis
wearda01,Wear,David
webbja01,Webb,James
weberbr01,Weber,Briante
webstma02,Webster,Martell
weemsso01,Weems,Sonny
welshth01,Welsh,Thomas
westda01,West,David
westbru01,Westbrook,Russell
whiteok01,White,Okaro
whitede01,White,Derrick
whitedj01,White,D.J.
whitero03,White,Royce
whitean01,White,Andrew
whiteis01,Whitehead,Isaiah
whiteha01,Whiteside,Hassan
whittsh01,Whittington,Shayne
wiggian01,Wiggins,Andrew
wilcocj01,Wilcox,C.J.
wileyja01,Wiley,Jacob
wilkida02,Wilkins,Damien
willide02,Williams,Derrick
willitr02,Williams,Troy
williel01,Williams,Elliot
willide01,Williams,Deron
willilo02,Williams,Lou
willish03,Williams,Shawne
willima01,Williams,Mo
willima02,Williams,Marvin
willial03,Williams,Alan
willire02,Williams,Reggie
willike04,Williams,Kenrich
willicj01,Williams,C.J.
willijo04,Williams,Johnathan
willima05,Williams,Matt
williro04,Williams,Robert
wilsoja02,Wilson,Jamil
wilsodj01,Wilson,D.J.
wiltjky01,Wiltjer,Kyle
winslju01,Winslow,Justise
witheje01,Withey,Jeff
woltena01,Wolters,Nate
woodch01,Wood,Christian
artesro01,World Peace,Metta
wrighde01,Wright,Delon
wrighbr03,Wright,Brandan
wrighch01,Wright,Chris
wrighdo01,Wright,Dorell
wroteto01,Wroten,Tony
yabusgu01,Yabusele,Guerschon
youngth01,Young,Thaddeus
youngni01,Young,Nick
youngjo01,Young,Joe
youngja01,Young,James
youngtr01,Young,Trae
zellety01,Zeller,Tyler
zelleco01,Zeller,Cody
zimmest01,Zimmerman,Stephen
zipsepa01,Zipser,Paul
zizican01,Zizic,Ante
zubaciv01,Zubac,Ivica
