player_id,player_lastname,player_firstname,season,pos,age,tm,g,gs,mp,fg,fga,fg_perc,3p,3pa,3p_perc,2p,2pa,2p_perc,efg_perc,ft,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts
anderky01,Anderson,Kyle,2016,SF,22,SAS,78,11,16,1.8,3.8,0.468,0.2,0.5,0.324,1.6,3.3,0.488,0.488,0.8,1.1,0.747,0.3,2.8,3.1,1.6,0.8,0.4,0.8,1.2,4.5
anderry01,Anderson,Ryan,2016,PF,27,NOP,66,7,30.4,6,14.1,0.427,2,5.4,0.366,4,8.7,0.466,0.498,3,3.5,0.873,2,4,6,1.1,0.6,0.4,1.4,1.7,17
antetgi01,Antetokounmpo,Giannis,2016,PG,21,MIL,80,79,35.3,6.4,12.7,0.506,0.4,1.4,0.257,6.1,11.3,0.537,0.52,3.7,5.1,0.724,1.4,6.2,7.7,4.3,1.2,1.4,2.6,3.2,16.9
antetth01,Antetokounmpo,Thanasis,2016,SF,23,NYK,2,0,3,1.5,2,0.75,0,0.5,0,1.5,1.5,1,0.75,0,0,,0,0.5,0.5,0,0,0,0,1,3
anthoca01,Anthony,Carmelo,2016,SF,31,NYK,72,72,35.1,7.9,18.2,0.434,1.5,4.3,0.339,6.4,13.8,0.463,0.474,4.6,5.6,0.829,1.4,6.4,7.7,4.2,0.9,0.5,2.4,2.5,21.8
anthojo01,Anthony,Joel,2016,C,33,DET,19,0,5.1,0.3,0.5,0.6,0,0,,0.3,0.5,0.6,0.6,0.3,0.4,0.75,0.4,0.7,1.1,0.1,0.1,0.6,0.1,0.8,0.9
applike01,Appling,Keith,2016,PG,23,ORL,5,0,5.4,0.4,1.6,0.25,0,0.6,0,0.4,1,0.4,0.25,0.4,0.4,1,0,0.2,0.2,0.2,0.2,0,0.6,1,1.2
arizatr01,Ariza,Trevor,2016,SF,30,HOU,81,81,35.3,4.4,10.6,0.416,2.3,6.2,0.371,2.1,4.4,0.478,0.523,1.6,2,0.783,0.8,3.7,4.5,2.3,2,0.3,1.4,2.2,12.7
arthuda01,Arthur,Darrell,2016,PF,27,DEN,70,16,21.7,3.2,7,0.452,0.6,1.7,0.385,2.5,5.3,0.473,0.498,0.6,0.8,0.755,1.2,3,4.2,1.4,0.8,0.7,0.9,2.6,7.5
asikom01,Aşık,Ömer,2016,C,29,NOP,68,64,17.3,1.5,2.9,0.533,0,0,,1.5,2.9,0.533,0.533,0.9,1.6,0.545,1.8,4.3,6.1,0.4,0.3,0.3,0.9,1.8,4
augusdj01,Augustin,D.J.,2016,PG,28,TOT,62,0,19,2.4,5.6,0.423,1.1,2.7,0.405,1.3,2.9,0.44,0.52,1.7,2.1,0.805,0.1,1.4,1.5,3.2,0.6,0.1,1.4,1.4,7.5
augusdj01,Augustin,D.J.,2016,PG,28,OKC,34,0,15.3,1.4,3.6,0.38,0.7,1.8,0.393,0.6,1.8,0.367,0.479,0.8,1,0.765,0.1,1.1,1.3,1.9,0.4,0.1,0.9,1.2,4.2
augusdj01,Augustin,D.J.,2016,PG,28,DEN,28,0,23.5,3.6,8.2,0.445,1.6,3.8,0.411,2.1,4.4,0.475,0.541,2.8,3.4,0.819,0.1,1.8,1.9,4.7,0.9,0.1,1.9,1.6,11.6
pendeje02,Ayres,Jeff,2016,C,28,LAC,17,0,6.3,0.7,1.4,0.522,0,0.1,0,0.7,1.3,0.545,0.522,0.4,0.4,1,0.2,1.1,1.3,0.3,0,0.2,0.4,1.1,1.8
babbilu01,Babbitt,Luke,2016,SF,26,NOP,47,13,18,2.6,6.1,0.422,0.9,2.3,0.404,1.7,3.8,0.433,0.498,0.8,1.1,0.78,0.5,2.6,3.1,1.1,0.2,0.1,0.5,1.9,7
bairsca01,Bairstow,Cameron,2016,C,25,CHI,18,2,5.7,0.7,2.2,0.325,0.1,0.3,0.2,0.7,1.9,0.343,0.338,0.4,0.4,0.875,0.2,1.3,1.6,0.3,0.1,0.2,0.2,1.1,1.9
barbole01,Barbosa,Leandro,2016,SG,33,GSW,68,0,15.9,2.5,5.4,0.462,0.6,1.6,0.355,1.9,3.8,0.508,0.515,0.8,0.9,0.839,0.4,1.3,1.7,1.2,0.6,0.1,0.8,1.6,6.4
bareajo01,Barea,J.J.,2016,PG,31,DAL,74,16,22.5,4.3,9.6,0.446,1.4,3.5,0.385,2.9,6.1,0.481,0.516,1,1.3,0.771,0.4,1.7,2.1,4.1,0.4,0,1.5,1.5,10.9
bargnan01,Bargnani,Andrea,2016,C,30,BRK,46,0,13.8,2.8,6.1,0.455,0.1,0.3,0.188,2.7,5.7,0.471,0.461,1,1.2,0.825,0.6,1.5,2.1,0.4,0.1,0.2,0.6,1.3,6.6
barneha02,Barnes,Harrison,2016,SF,23,GSW,66,59,30.9,4.5,9.6,0.466,1.2,3.2,0.383,3.2,6.3,0.508,0.531,1.5,2,0.761,1.2,3.8,4.9,1.8,0.6,0.2,0.9,2.1,11.7
barnema02,Barnes,Matt,2016,SF,35,MEM,76,45,28.8,3.5,9.1,0.381,1.6,4.9,0.322,1.9,4.3,0.449,0.467,1.5,1.8,0.804,1.1,4.4,5.5,2.1,1,0.8,1.6,3.1,10
bartowi01,Barton,Will,2016,SG,25,DEN,82,1,28.7,5.2,12,0.432,1.4,4,0.345,3.8,8,0.476,0.489,2.6,3.3,0.806,0.7,5.1,5.8,2.5,0.9,0.5,1.7,1.8,14.4
bassbr01,Bass,Brandon,2016,PF,30,LAL,66,0,20.3,2.6,4.8,0.549,0,0,0,2.6,4.8,0.552,0.549,1.9,2.2,0.845,1.6,2.7,4.3,1.1,0.5,0.8,0.6,1.9,7.2
batumni01,Batum,Nicolas,2016,SF,27,CHO,70,70,35,5.3,12.5,0.426,2,5.7,0.348,3.3,6.8,0.492,0.506,2.3,2.7,0.849,0.8,5.3,6.1,5.8,0.9,0.6,2.9,1.6,14.9
bayleje01,Bayless,Jerryd,2016,SG,27,MIL,52,18,28.9,3.6,8.4,0.423,1.9,4.4,0.437,1.6,4,0.408,0.539,1.3,1.7,0.778,0.4,2.3,2.7,3.1,0.9,0.2,1.4,2.1,10.4
baynear01,Baynes,Aron,2016,C,29,DET,81,1,15.2,2.4,4.7,0.505,0,0,0,2.4,4.7,0.508,0.505,1.6,2,0.764,1.7,3,4.7,0.6,0.3,0.6,0.8,1.9,6.3
bazemke01,Bazemore,Kent,2016,SF,26,ATL,75,68,27.8,4.3,9.7,0.441,1.5,4.1,0.357,2.8,5.6,0.502,0.517,1.6,2,0.815,0.4,4.7,5.1,2.3,1.3,0.5,1.8,2.3,11.6
bealbr01,Beal,Bradley,2016,SG,22,WAS,55,35,31.1,6.5,14.5,0.449,1.9,4.9,0.387,4.6,9.6,0.481,0.515,2.5,3.2,0.767,0.7,2.7,3.4,2.9,1,0.2,2,2.1,17.4
beaslmi01,Beasley,Michael,2016,PF,27,HOU,20,0,18.2,5.4,10.3,0.522,0.2,0.5,0.333,5.2,9.8,0.531,0.529,1.9,2.5,0.776,1.5,3.5,4.9,0.8,0.6,0.5,1.2,2,12.8
belinma01,Belinelli,Marco,2016,SG,29,SAC,68,7,24.6,3.6,9.3,0.386,1.3,4.4,0.306,2.3,5,0.456,0.457,1.7,2,0.833,0.1,1.6,1.7,1.9,0.5,0,1.2,1.3,10.2
bennean01,Bennett,Anthony,2016,PF,22,TOR,19,0,4.4,0.4,1.4,0.296,0.2,0.7,0.214,0.3,0.7,0.385,0.352,0.5,0.5,0.9,0.3,0.9,1.2,0,0.3,0,0.2,0.4,1.5
beverpa01,Beverley,Patrick,2016,PG,27,HOU,71,63,28.7,3.6,8.4,0.434,1.7,4.4,0.4,1.9,4,0.472,0.539,0.8,1.2,0.682,1,2.5,3.5,3.4,1.3,0.4,1.3,3.3,9.9
biyombi01,Biyombo,Bismack,2016,C,23,TOR,82,22,22,1.9,3.5,0.542,0,0,0,1.9,3.5,0.544,0.542,1.7,2.8,0.628,2.2,5.8,8,0.4,0.2,1.6,0.9,2.7,5.5
bjeline01,Bjelica,Nemanja,2016,PF,27,MIN,60,0,17.9,1.8,3.9,0.468,0.8,2.1,0.384,1,1.8,0.564,0.57,0.7,0.9,0.727,0.8,2.7,3.5,1.4,0.4,0.4,0.8,2.6,5.1
blackta01,Black,Tarik,2016,C,24,LAL,39,0,12.7,1.5,2.7,0.548,0,0,,1.5,2.7,0.548,0.548,0.5,1.2,0.422,1.1,2.9,4,0.4,0.4,0.5,0.6,2,3.4
blairde01,Blair,DeJuan,2016,C,26,WAS,29,0,7.5,1,2.3,0.412,0,0,0,1,2.3,0.418,0.412,0.2,0.4,0.385,0.7,1.3,2,0.4,0.3,0.1,0.5,1.8,2.1
blakest01,Blake,Steve,2016,PG,35,DET,58,2,17,1.6,4.1,0.388,0.9,2.6,0.344,0.7,1.5,0.461,0.496,0.3,0.3,0.8,0.2,1.4,1.5,3.4,0.4,0.1,1.4,1.2,4.4
bledser01,Bledsoe,Eric,2016,PG,26,PHO,31,31,34.2,7.2,15.9,0.453,1.5,4.2,0.372,5.6,11.7,0.482,0.502,4.5,5.5,0.802,0.6,3.5,4,6.1,2,0.6,3.5,2.4,20.4
bogdabo02,Bogdanović,Bojan,2016,SF,26,BRK,79,39,26.8,4.1,9.5,0.433,1.6,4.3,0.382,2.5,5.2,0.474,0.519,1.4,1.7,0.833,0.5,2.8,3.2,1.3,0.4,0.1,1.5,1.5,11.2
bogutan01,Bogut,Andrew,2016,C,31,GSW,70,66,20.7,2.5,4,0.627,0,0,1,2.5,4,0.626,0.629,0.3,0.7,0.48,1.7,5.3,7,2.3,0.5,1.6,1.2,3.2,5.4
bonnema01,Bonner,Matt,2016,C,35,SAS,30,2,6.9,1,1.9,0.509,0.5,1.1,0.441,0.5,0.8,0.609,0.64,0.1,0.1,0.75,0.1,0.8,0.9,0.3,0.2,0,0.1,0.5,2.5
bookede01,Booker,Devin,2016,SG,19,PHO,76,51,27.7,4.8,11.4,0.423,1.3,3.8,0.343,3.5,7.6,0.464,0.48,2.8,3.4,0.84,0.4,2.1,2.5,2.6,0.6,0.3,2.1,3,13.8
booketr01,Booker,Trevor,2016,PF,28,UTA,79,2,20.7,2.4,4.9,0.49,0.2,0.5,0.293,2.3,4.4,0.513,0.505,0.9,1.3,0.67,2.1,3.6,5.7,1.1,0.7,0.5,1,2.1,5.9
boshch01,Bosh,Chris,2016,PF,31,MIA,53,53,33.5,6.8,14.5,0.467,1.5,4.2,0.365,5.2,10.3,0.508,0.52,4,5.1,0.795,0.9,6.5,7.4,2.4,0.7,0.6,1.5,1.9,19.1
bradlav01,Bradley,Avery,2016,SG,25,BOS,76,72,33.4,6,13.4,0.447,1.9,5.4,0.361,4.1,8.1,0.505,0.52,1.3,1.6,0.78,0.6,2.3,2.9,2.1,1.5,0.3,1.4,2.2,15.2
brandel01,Brand,Elton,2016,C,36,PHI,17,1,13.2,1.8,4.2,0.431,0,0.1,0,1.8,4.2,0.437,0.431,0.5,0.5,0.889,0.5,3.2,3.7,1.1,0.5,0.5,0.6,1.9,4.1
breweco01,Brewer,Corey,2016,SF,29,HOU,82,12,20.4,2.6,6.7,0.384,0.7,2.7,0.272,1.8,4,0.46,0.439,1.3,1.7,0.75,0.5,1.9,2.4,1.3,1,0.2,1,2,7.2
brookaa01,Brooks,Aaron,2016,PG,31,CHI,69,0,16.1,2.7,6.8,0.401,1,2.7,0.357,1.8,4.1,0.43,0.471,0.7,0.9,0.766,0.3,1.2,1.5,2.6,0.4,0.1,1.2,1.9,7.1
brownan02,Brown,Anthony,2016,SF,23,LAL,29,11,20.7,1.3,4.3,0.31,0.7,2.4,0.286,0.7,1.9,0.339,0.389,0.6,0.7,0.85,0.3,2.1,2.4,0.7,0.5,0.2,0.5,1.2,4
brownlo01,Brown,Lorenzo,2016,PG,25,PHO,8,0,7.6,1,3.1,0.32,0.1,1,0.125,0.9,2.1,0.412,0.34,0.4,0.5,0.75,0,0.9,0.9,1.4,0.4,0.1,1.1,0.5,2.5
brownma02,Brown,Markel,2016,SG,24,BRK,62,6,15.8,2,5.2,0.394,0.6,2,0.314,1.4,3.2,0.443,0.453,1.1,1.5,0.755,0.4,1.6,2,1.5,0.6,0.2,0.9,1.5,5.9
bryanko01,Bryant,Kobe,2016,SF,37,LAL,66,66,28.2,6,16.9,0.358,2,7.1,0.285,4,9.8,0.41,0.417,3.5,4.3,0.826,0.6,3.1,3.7,2.8,0.9,0.2,2,1.7,17.6
budinch01,Budinger,Chase,2016,SF,27,TOT,66,2,14.1,1.6,3.6,0.435,0.4,1.3,0.279,1.2,2.3,0.523,0.485,0.6,0.8,0.696,0.7,1.6,2.3,1,0.5,0.2,0.7,0.9,4.1
budinch01,Budinger,Chase,2016,SF,27,IND,49,2,14.9,1.7,4,0.418,0.4,1.4,0.29,1.2,2.6,0.488,0.469,0.7,1,0.708,0.6,1.8,2.5,1,0.6,0.2,0.6,0.9,4.4
budinch01,Budinger,Chase,2016,SF,27,PHO,17,0,11.8,1.4,2.6,0.511,0.2,1,0.235,1.1,1.6,0.679,0.556,0.3,0.5,0.625,0.7,1,1.7,0.9,0.2,0.1,0.8,0.9,3.2
bullore01,Bullock,Reggie,2016,SF,24,DET,37,0,11.6,1.2,2.6,0.439,0.6,1.4,0.415,0.6,1.2,0.467,0.551,0.4,0.4,0.933,0.4,1.5,1.8,0.7,0.3,0.1,0.2,0.8,3.3
burketr01,Burke,Trey,2016,PG,23,UTA,64,0,21.3,4.1,9.9,0.413,1.4,4,0.344,2.7,5.9,0.46,0.483,1,1.3,0.817,0.3,1.5,1.8,2.3,0.5,0.1,1.3,1.3,10.6
burksal01,Burks,Alec,2016,SG,24,UTA,31,3,25.7,4.4,10.8,0.41,1,2.5,0.405,3.4,8.2,0.412,0.458,3.4,4.5,0.752,0.5,3,3.5,2,0.6,0.1,1.6,2.3,13.3
butleca01,Butler,Caron,2016,SF,35,SAC,17,1,10.4,1.5,3.5,0.424,0.2,1.1,0.167,1.3,2.4,0.537,0.449,0.6,0.7,0.833,0.3,1,1.3,0.6,0.5,0.1,0.2,1.1,3.7
butleji01,Butler,Jimmy,2016,SG,26,CHI,67,67,36.9,7,15.4,0.454,1,3.1,0.312,6.1,12.4,0.489,0.485,5.9,7.1,0.832,1.2,4.2,5.3,4.8,1.6,0.6,2,1.9,20.9
butlera01,Butler,Rasual,2016,SF,36,SAS,46,0,9.4,1.1,2.3,0.471,0.3,1.1,0.306,0.7,1.2,0.618,0.543,0.2,0.3,0.688,0.1,1.2,1.2,0.5,0.3,0.5,0.2,0.2,2.7
cabocbr01,Caboclo,Bruno,2016,SF,20,TOR,6,1,7.2,0.2,2,0.083,0.2,1.2,0.143,0,0.8,0,0.125,0,0,,0.2,0.2,0.3,0.2,0.3,0.2,0.7,0.3,0.5
caldejo01,Calderón,José,2016,PG,34,NYK,72,72,28.1,2.9,6.3,0.459,1.2,2.8,0.414,1.7,3.5,0.496,0.552,0.6,0.7,0.875,0.3,2.9,3.2,4.1,0.9,0.1,1.2,1.9,7.6
caldwke01,Caldwell-Pope,Kentavious,2016,SG,22,DET,76,76,36.7,5.3,12.6,0.42,1.5,4.9,0.309,3.8,7.8,0.489,0.479,2.4,3,0.811,0.9,2.8,3.7,1.8,1.4,0.2,1.4,2.2,14.5
canaais01,Canaan,Isaiah,2016,SG,24,PHI,77,39,25.5,3.4,9.4,0.36,2.3,6.3,0.363,1.1,3.1,0.354,0.482,1.9,2.3,0.833,0.3,2,2.3,1.8,0.7,0.2,1.2,1.7,11
capelca01,Capela,Clint,2016,C,21,HOU,77,35,19.1,3,5.2,0.582,0,0,0,3,5.1,0.583,0.582,1,2.7,0.379,2.5,3.9,6.4,0.6,0.8,1.2,0.8,2.5,7
carrode01,Carroll,DeMarre,2016,SF,29,TOR,26,22,30.2,4,10.4,0.389,1.8,4.5,0.39,2.3,5.8,0.388,0.474,1.2,1.9,0.6,1.2,3.5,4.7,1,1.7,0.2,1.1,2.4,11
cartevi01,Carter,Vince,2016,SG,39,MEM,60,3,16.8,2.2,5.7,0.388,1,2.8,0.349,1.2,2.9,0.425,0.474,1.2,1.4,0.833,0.5,1.9,2.4,0.9,0.6,0.3,0.6,1.7,6.6
cartemi01,Carter-Williams,Michael,2016,PG,24,MIL,54,37,30.5,4.6,10.3,0.452,0.3,1,0.273,4.4,9.3,0.472,0.466,2,3,0.654,0.9,4.2,5.1,5.2,1.5,0.8,2.8,3,11.5
casspom01,Casspi,Omri,2016,PF,27,SAC,69,21,27.2,4.3,9,0.481,1.6,4,0.409,2.7,5,0.537,0.571,1.5,2.3,0.648,0.8,5.1,5.9,1.4,0.8,0.2,1.4,2.2,11.8
caulewi01,Cauley-Stein,Willie,2016,C,22,SAC,66,39,21.4,2.9,5.1,0.563,0,0,0,2.9,5.1,0.567,0.563,1.2,1.9,0.648,2,3.3,5.3,0.6,0.7,1,0.7,2.2,7
chalmma01,Chalmers,Mario,2016,PG,29,TOT,61,7,22.5,3,7.3,0.41,0.8,2.4,0.309,2.2,4.8,0.461,0.462,3.6,4.3,0.832,0.4,2.2,2.6,3.8,1.4,0.2,1.8,3,10.3
chalmma01,Chalmers,Mario,2016,PG,29,MIA,6,0,20,1.7,5.3,0.313,0.2,1.8,0.091,1.5,3.5,0.429,0.328,2,2.2,0.923,0.2,2.2,2.3,3.2,1.3,0.2,1.5,2.7,5.5
chalmma01,Chalmers,Mario,2016,PG,29,MEM,55,7,22.8,3.1,7.5,0.417,0.8,2.5,0.326,2.3,5,0.464,0.472,3.7,4.5,0.827,0.4,2.2,2.6,3.8,1.5,0.2,1.8,3,10.8
chandty01,Chandler,Tyson,2016,C,33,PHO,66,60,24.5,2.8,4.8,0.583,0,0,0,2.8,4.7,0.585,0.583,1.6,2.6,0.62,2.7,6.1,8.7,1,0.5,0.7,1.4,2.2,7.2
chrisra01,Christmas,Rakeem,2016,PF,24,IND,1,0,6,2,2,1,0,0,,2,2,1,1,0,0,,1,0,1,0,0,0,0,1,4
clarkia01,Clark,Ian,2016,SG,24,GSW,66,1,8.8,1.3,3.1,0.441,0.5,1.3,0.357,0.9,1.8,0.5,0.515,0.4,0.5,0.824,0.2,0.8,1,1,0.3,0.2,0.7,0.9,3.6
clarkco01,Clarke,Coty,2016,SF,23,BOS,3,0,2,0.7,1.3,0.5,0.7,0.7,1,0,0.7,0,0.75,0,0,,0,0.3,0.3,0,0,0,0.3,0,2
clarkjo01,Clarkson,Jordan,2016,SG,23,LAL,79,79,32.3,6,13.9,0.433,1.4,4.1,0.347,4.6,9.8,0.468,0.483,2.1,2.6,0.804,1.2,2.8,4,2.4,1.1,0.1,1.7,2.1,15.5
coleno01,Cole,Norris,2016,PG,27,NOP,45,23,26.6,4.4,10.8,0.405,0.7,2.3,0.324,3.6,8.5,0.427,0.439,1.2,1.4,0.8,0.2,3.1,3.4,3.7,0.8,0.1,1.7,2.3,10.6
collida01,Collison,Darren,2016,PG,28,SAC,74,15,30,5.1,10.5,0.486,1.2,2.9,0.401,3.9,7.6,0.519,0.542,2.6,3.1,0.858,0.4,1.9,2.3,4.3,1,0.1,1.8,1.9,14
collini01,Collison,Nick,2016,PF,35,OKC,59,4,11.8,0.8,1.8,0.459,0,0,0,0.8,1.8,0.467,0.459,0.4,0.6,0.697,1.2,1.7,2.9,0.9,0.3,0.3,0.8,1.8,2.1
conlemi01,Conley,Mike,2016,PG,28,MEM,56,56,31.4,5.3,12.4,0.422,1.4,3.8,0.363,3.9,8.6,0.449,0.478,3.4,4.1,0.834,0.5,2.5,2.9,6.1,1.2,0.3,1.5,1.8,15.3
connapa01,Connaughton,Pat,2016,SG,23,POR,34,0,4.2,0.4,1.4,0.265,0.1,0.6,0.238,0.2,0.8,0.286,0.316,0.1,0.1,1,0.3,0.6,0.9,0.3,0.1,0,0.3,0.2,1.1
copelch01,Copeland,Chris,2016,PF,31,MIL,24,1,6.5,0.7,2.1,0.333,0.4,1.5,0.278,0.3,0.6,0.467,0.431,0.3,0.3,0.857,0,0.4,0.4,0.5,0.1,0,0.3,0.7,2.1
cottobr01,Cotton,Bryce,2016,PG,23,TOT,8,0,4.9,0.5,1.3,0.4,0,0.4,0,0.5,0.9,0.571,0.4,0,0,,0,0,0,0.4,0.4,0,0.6,0.3,1
cottobr01,Cotton,Bryce,2016,PG,23,PHO,3,0,11,0.7,2.7,0.25,0,1,0,0.7,1.7,0.4,0.25,0,0,,0,0,0,1,1,0,1.7,0.7,1.3
cottobr01,Cotton,Bryce,2016,PG,23,MEM,5,0,1.2,0.4,0.4,1,0,0,,0.4,0.4,1,1,0,0,,0,0,0,0,0,0,0,0,0.8
couside01,Cousins,DeMarcus,2016,C,25,SAC,65,65,34.6,9.2,20.5,0.451,1.1,3.2,0.333,8.2,17.3,0.473,0.477,7.3,10.2,0.718,2.4,9.1,11.5,3.3,1.6,1.4,3.8,3.6,26.9
covinro01,Covington,Robert,2016,SF,25,PHI,67,49,28.4,4.1,10.6,0.385,2.5,7.2,0.353,1.6,3.4,0.452,0.504,2.1,2.6,0.791,1,5.3,6.3,1.4,1.6,0.6,2.1,3.5,12.8
crabbal01,Crabbe,Allen,2016,SG,23,POR,81,8,26,3.8,8.4,0.459,1.4,3.5,0.393,2.5,4.9,0.506,0.541,1.2,1.4,0.867,0.3,2.3,2.7,1.2,0.8,0.2,0.8,2.4,10.3
crawfja01,Crawford,Jamal,2016,SG,35,LAC,79,5,26.9,4.8,11.9,0.404,1.5,4.4,0.34,3.3,7.5,0.44,0.466,3.1,3.4,0.904,0.3,1.6,1.8,2.3,0.7,0.2,1.4,1.5,14.2
crowdja01,Crowder,Jae,2016,SF,25,BOS,73,73,31.6,4.9,11.1,0.443,1.7,5,0.336,3.3,6.2,0.529,0.518,2.7,3.3,0.82,1,4.2,5.1,1.8,1.7,0.5,1.1,2.7,14.2
cunnida01,Cunningham,Dante,2016,SF,28,NOP,80,46,24.6,2.3,5.2,0.451,0.7,2.2,0.316,1.6,3,0.55,0.518,0.7,1,0.695,0.7,2.2,3,1,0.5,0.4,0.5,2.2,6.1
cunnija01,Cunningham,Jared,2016,SG,24,TOT,44,3,9.3,0.8,2.4,0.343,0.3,0.9,0.308,0.5,1.5,0.364,0.4,0.8,1.3,0.655,0.1,0.8,0.9,0.5,0.3,0,0.5,0.9,2.7
cunnija01,Cunningham,Jared,2016,SG,24,CLE,40,3,8.9,0.8,2.3,0.352,0.3,0.8,0.313,0.6,1.5,0.373,0.407,0.8,1.2,0.625,0.1,0.7,0.7,0.5,0.3,0.1,0.5,0.9,2.6
cunnija01,Cunningham,Jared,2016,SG,24,MIL,4,0,13.8,1,3.5,0.286,0.5,1.8,0.286,0.5,1.8,0.286,0.357,1.5,1.8,0.857,0,2.3,2.3,0.3,0.5,0,0.8,1,4
curryse01,Curry,Seth,2016,PG,25,SAC,44,9,15.7,2.3,5.1,0.455,1.1,2.5,0.45,1.2,2.6,0.46,0.567,1,1.2,0.833,0.2,1.2,1.4,1.5,0.5,0.1,0.8,0.9,6.8
curryst01,Curry,Stephen,2016,PG,27,GSW,79,79,34.2,10.2,20.2,0.504,5.1,11.2,0.454,5.1,9,0.566,0.63,4.6,5.1,0.908,0.9,4.6,5.4,6.7,2.1,0.2,3.3,2,30.1
